#{"t_start": 1776094817.1751578, "env_id": "None"}
r,l,t
-8.2,18,18.574483
-8.2,18,18.585524
-7.15,18,18.59237
-8.4,18,18.609576
11.8,18,18.655652
11.65,18,18.658214
13.0,18,18.673496
12.6,18,18.682248
-8.1,18,18.691259
-8.6,18,18.700487
-9.35,18,18.710414
13.75,18,18.722169
-8.75,18,18.734817
-8.15,18,18.743233
13.05,18,18.754977
14.0,18,18.766931
4.65,18,18.77642
13.95,18,18.7868
-8.85,18,18.830601
2.95,18,18.8418
12.1,18,18.8531
-7.95,18,18.862887
13.35,18,18.874793
13.05,18,18.884995
-8.3,18,18.894686
12.2,18,18.909019
-8.6,18,18.918915
12.25,18,18.925375
-4.95,18,18.937361
-8.65,18,18.951964
-8.0,18,18.961752
1.9,18,18.975542
2.95,18,19.019981
12.85,18,19.036043
-8.7,18,19.046572
-8.3,18,19.060224
-8.1,18,19.070051
-8.35,18,19.082979
-8.55,18,19.094267
14.4,18,19.102598
12.95,18,19.113198
-8.3,18,19.124969
-8.35,18,19.134926
12.0,18,19.14538
5.8,18,19.155422
15.05,18,19.167191
-8.25,18,19.210047
-8.6,18,19.218057
-8.5,18,19.225806
16.75,18,19.233765
-8.35,18,19.243979
12.25,18,19.253255
14.9,18,19.261002
11.9,18,19.275981
13.7,18,19.28496
13.6,18,19.295327
2.85,18,19.306365
-8.35,18,19.315872
-7.35,18,19.326885
12.5,18,19.337313
-9.05,18,19.347379
-7.6,18,19.389664
-8.35,18,19.398509
-8.75,18,19.411926
-8.25,18,19.421991
-8.85,18,19.43048
11.95,18,19.440593
-8.0,18,19.446297
12.25,18,19.459573
12.9,18,19.467582
14.1,18,19.477088
13.55,18,19.488024
13.1,18,19.498973
12.45,18,19.507516
12.65,18,19.515582
-9.15,18,19.552216
-8.2,18,19.560744
-8.9,18,19.568753
14.15,18,19.578277
13.4,18,19.589268
12.65,18,19.601652
15.25,18,19.612185
12.95,18,19.621552
-8.15,18,19.630754
-9.05,18,19.639679
12.35,18,19.645867
13.15,18,19.659574
-8.9,18,19.667603
12.5,18,19.678429
-8.3,18,19.757134
13.0,18,19.767301
2.75,18,19.778519
1.85,18,19.789579
-7.4,18,19.798657
13.45,18,19.80621
-8.3,18,19.818354
1.95,18,19.826654
12.1,18,19.835114
12.15,18,19.848757
12.1,18,19.856145
13.5,18,19.865691
14.1,18,19.875598
13.65,18,19.886241
12.05,18,19.928592
-8.2,18,19.938548
-7.65,18,19.94876
13.2,18,19.958117
12.1,18,19.967427
14.15,18,19.976655
12.25,18,19.987025
-8.5,18,19.997202
1.9,18,20.006954
1.8,18,20.016717
-6.6,18,20.030318
-7.7,18,20.03955
14.2,18,20.051784
13.0,18,20.060413
14.9,18,20.101983
-7.85,18,20.112017
13.1,18,20.121793
-8.55,18,20.136631
13.65,18,20.145002
12.7,18,20.155702
13.3,18,20.1669
16.5,18,20.172965
-7.3,18,20.183873
-8.15,18,20.193289
-8.6,18,20.204182
12.5,18,20.213214
12.2,18,20.223243
14.25,18,20.235493
-7.05,18,20.245672
-7.2,18,20.283448
2.6,18,20.294364
12.4,18,20.304139
13.05,18,20.313913
14.2,18,20.321936
14.0,18,20.330552
-8.15,18,20.342709
14.15,18,20.351813
13.05,18,20.361449
-7.7,18,20.371532
2.55,18,20.381641
-7.8,18,20.391125
12.2,18,20.401501
2.2,18,20.411175
14.35,18,20.452595
1.55,18,20.46455
12.4,18,20.475031
13.05,18,20.485979
12.0,18,20.49398
2.85,18,20.504471
11.75,18,20.514485
11.75,18,20.524017
12.8,18,20.535328
12.15,18,20.545246
-7.8,18,20.554132
11.75,18,20.564537
-8.35,18,20.573608
2.65,18,20.582581
-8.55,18,20.625221
2.15,18,20.635686
-7.85,18,20.645712
12.4,18,20.653458
-6.95,18,20.661208
-7.15,18,20.670441
-7.65,18,20.680459
12.1,18,20.689718
2.8,18,20.700237
-8.55,18,20.861321
13.8,18,20.861321
12.45,18,20.882098
-8.25,18,20.888628
-7.5,18,20.893976
-8.95,18,20.936527
13.35,18,20.946345
-8.05,18,20.956098
-8.65,18,20.965324
-7.55,18,20.974942
-7.6,18,20.98503
12.9,18,20.994204
-8.3,18,21.006348
-9.2,18,21.016491
-8.8,18,21.026521
12.75,18,21.035653
12.45,18,21.04563
1.9,18,21.056915
2.85,18,21.066926
0.9,18,21.074417
-7.7,18,21.117672
12.1,18,21.126633
13.45,18,21.136551
12.2,18,21.142762
-7.75,18,21.154607
-8.4,18,21.164382
2.55,18,21.172408
1.75,18,21.182184
-8.55,18,21.194995
-7.7,18,21.205115
12.1,18,21.217961
12.5,18,21.228061
-8.7,18,21.244202
-7.65,18,21.251635
12.1,18,21.289562
12.05,18,21.307024
12.3,18,21.318021
15.2,18,21.329564
12.1,18,21.339969
-8.8,18,21.35076
-8.35,18,21.358856
-8.75,18,21.370473
14.95,18,21.380226
13.35,18,21.389129
-8.6,18,21.397096
13.6,18,21.405106
-8.75,18,21.4166
12.1,18,21.428615
-9.05,18,21.472528
13.4,18,21.48209
12.95,18,21.492784
-8.75,18,21.502154
13.0,18,21.511906
13.2,18,21.521925
13.8,18,21.530438
-8.5,18,21.544056
-8.35,18,21.554685
-8.65,18,21.565048
13.3,18,21.574998
-6.5,18,21.585064
13.0,18,21.595377
1.85,18,21.604945
-8.65,18,21.644475
13.05,18,21.65404
12.6,18,21.663768
12.0,18,21.674779
14.2,18,21.685034
14.2,18,21.694037
13.85,18,21.703853
13.35,18,21.717408
15.45,18,21.731657
2.15,18,21.74253
14.0,18,21.758913
1.75,18,21.773704
11.5,18,21.787167
12.5,18,21.797111
13.25,18,21.846629
-6.3,18,21.864953
13.7,18,21.881971
-7.25,18,21.895415
14.45,18,21.907423
-7.3,18,21.920917
13.65,18,21.930592
12.65,18,21.943634
-9.25,18,21.962537
15.65,18,21.976252
12.65,18,21.987176
4.8,18,21.997074
13.15,18,21.997074
-7.85,18,22.019368
13.65,18,22.029124
2.15,18,22.081966
12.05,18,22.094225
12.7,18,22.107911
12.8,18,22.117668
11.9,18,22.129687
13.25,18,22.142505
13.05,18,22.153702
14.8,18,22.163695
1.85,18,22.177475
14.85,18,22.192125
2.5,18,22.205194
-7.35,18,22.216438
-8.3,18,22.230224
-8.85,18,22.241701
-8.5,18,22.295323
13.45,18,22.30839
14.0,18,22.320115
13.35,18,22.332253
12.85,18,22.346299
-8.6,18,22.360104
13.05,18,22.371899
12.2,18,22.387769
1.05,18,22.403105
12.7,18,22.458237
4.3,18,22.470422
12.9,18,22.483604
-9.15,18,22.501276
15.15,18,22.506834
12.2,18,22.564023
-8.25,18,22.583366
13.3,18,22.60238
12.35,18,22.620214
12.7,18,22.632919
13.8,18,22.645499
-8.35,18,22.657682
3.2,18,22.669443
12.0,18,22.681882
13.05,18,22.695327
-8.5,18,22.707246
-9.2,18,22.721268
-8.35,18,22.733649
13.65,18,22.748852
-9.15,18,22.800983
-8.2,18,22.816351
12.1,18,22.830847
2.55,18,22.845503
-6.3,18,22.858332
1.6,18,22.872653
12.05,18,22.883093
14.45,18,22.897679
2.65,18,22.908319
-8.3,18,22.924385
12.3,18,22.93596
12.4,18,22.954735
13.5,18,22.967214
12.85,18,22.979925
-8.95,18,22.996969
12.15,18,23.057801
12.5,18,23.073753
13.45,18,23.092049
14.1,18,23.103693
14.25,18,23.113708
2.45,18,23.125467
-8.05,18,23.142426
12.7,18,23.1578
15.4,18,23.168831
-8.55,18,23.18195
-8.85,18,23.195002
12.3,18,23.208764
13.1,18,23.222527
12.45,18,23.23336
13.6,18,23.311453
-8.6,18,23.325182
13.2,18,23.337704
-8.3,18,23.355019
13.0,18,23.368324
-8.1,18,23.382086
12.5,18,23.397684
13.4,18,23.40325
2.95,18,23.424695
-7.9,18,23.437535
2.05,18,23.452182
14.0,18,23.464145
12.2,18,23.484102
-8.4,18,23.498536
2.6,18,23.550155
-8.65,18,23.56181
-9.05,18,23.578252
12.45,18,23.592655
-9.5,18,23.605093
-7.65,18,23.61695
-8.1,18,23.637463
1.6,18,23.650003
-7.15,18,23.663671
12.25,18,23.671375
1.55,18,23.69202
12.6,18,23.705895
-8.2,18,23.718108
12.05,18,23.732187
1.85,18,23.783252
12.35,18,23.821126
-8.9,18,23.833282
12.55,18,23.846308
1.8,18,23.859734
-8.25,18,23.874435
13.35,18,23.886972
-7.1,18,23.90061
11.65,18,23.918666
-8.4,18,23.931086
13.45,18,23.944383
1.9,18,23.971166
13.05,18,23.978773
12.0,18,23.999248
-8.8,18,24.053219
-8.9,18,24.069492
-8.1,18,24.087799
11.9,18,24.111216
-8.6,18,24.136332
12.35,18,24.148379
13.35,18,24.165207
12.25,18,24.177225
12.9,18,24.191204
12.1,18,24.204318
-6.7,18,24.216736
-8.25,18,24.228524
-7.35,18,24.245516
12.75,18,24.257581
13.45,18,24.269745
-8.8,18,24.327612
12.35,18,24.348257
-8.45,18,24.366582
-7.7,18,24.383512
13.65,18,24.39685
12.95,18,24.410128
12.6,18,24.421351
12.5,18,24.438105
12.5,18,24.450669
3.15,18,24.463589
-8.3,18,24.476943
-8.85,18,24.487835
-8.6,18,24.501878
-8.9,18,24.50989
12.7,18,24.591559
-7.25,18,24.609015
-8.55,18,24.621032
12.35,18,24.633215
12.95,18,24.645293
-7.25,18,24.66193
2.0,18,24.676487
14.05,18,24.68967
-8.4,18,24.701441
2.45,18,24.713135
12.5,18,24.725217
13.25,18,24.738281
2.8,18,24.749587
-9.25,18,24.766884
12.05,18,24.85028
1.65,18,24.867114
-8.8,18,24.883863
-7.85,18,24.899864
12.3,18,24.915041
13.2,18,24.926813
-7.6,18,24.938909
12.35,18,24.952588
2.95,18,24.966606
-8.3,18,24.979456
-8.6,18,24.995013
2.9,18,25.010192
13.9,18,25.023223
13.05,18,25.036622
12.1,18,25.093771
-8.9,18,25.11942
2.0,18,25.140318
12.65,18,25.194417
-7.95,18,25.20679
15.4,18,25.222313
-8.4,18,25.236793
-8.8,18,25.247479
-8.1,18,25.263196
13.7,18,25.275598
11.95,18,25.288125
13.0,18,25.29994
12.95,18,25.307209
-8.65,18,25.322032
-8.55,18,25.334209
-8.3,18,25.411794
12.25,18,25.428149
12.85,18,25.712013
14.85,18,25.72563
-8.45,18,25.74224
-8.4,18,25.762511
-7.65,18,25.779162
14.15,18,25.799104
-7.1,18,25.815232
-8.2,18,25.830186
3.55,18,25.845273
12.5,18,25.86115
-9.1,18,25.875566
-7.25,18,25.895763
12.0,18,26.080254
13.15,18,26.096118
-7.55,18,26.109828
-8.2,18,26.1238
-8.35,18,26.140232
3.7,18,26.154182
-7.9,18,26.166319
13.6,18,26.182476
11.9,18,26.198639
-7.75,18,26.218929
13.95,18,26.232705
-8.25,18,26.249233
-8.55,18,26.263024
2.6,18,26.283612
2.0,18,26.356857
-7.55,18,26.370473
-7.95,18,26.383434
13.0,18,26.403614
1.75,18,26.418916
-8.8,18,26.433095
1.7,18,26.445101
12.4,18,26.457518
13.0,18,26.47211
12.65,18,26.483572
12.0,18,26.49646
13.5,18,26.520218
11.85,18,26.532075
-8.4,18,26.548002
-7.6,18,26.60276
12.6,18,26.625942
11.7,18,26.640655
12.2,18,26.653084
-8.4,18,26.665806
-8.6,18,26.681552
3.9,18,26.693649
-8.4,18,26.707868
12.55,18,26.721704
12.7,18,26.736671
-8.75,18,26.748196
-8.6,18,26.761701
-8.35,18,26.777407
-8.6,18,26.790812
-7.65,18,26.841389
-8.9,18,26.863304
1.75,18,26.875158
-8.45,18,26.887785
15.05,18,26.901438
-8.1,18,26.915203
-7.15,18,26.928477
-9.2,18,26.95068
13.8,18,26.964862
-8.35,18,26.979529
12.75,18,26.993939
13.8,18,27.007534
2.05,18,27.023823
-7.6,18,27.043031
-7.6,18,27.052514
12.55,18,27.105488
-6.5,18,27.117557
-7.25,18,27.132774
13.8,18,27.158478
-7.55,18,27.17245
-9.0,18,27.187381
-8.35,18,27.20267
12.95,18,27.215264
13.15,18,27.228304
2.25,18,27.243123
-8.9,18,27.263195
-6.6,18,27.29268
12.35,18,27.300149
12.35,18,27.312161
-8.45,18,27.375962
-8.65,18,27.390826
-9.0,18,27.407033
1.9,18,27.422832
14.1,18,27.437053
-8.8,18,27.447217
2.7,18,27.463267
-8.5,18,27.481527
12.0,18,27.508163
12.35,18,27.554179
-8.6,18,27.564873
13.4,18,27.58461
13.65,18,27.596627
-9.0,18,27.620959
-9.25,18,27.691646
13.35,18,27.717442
-8.05,18,27.732343
-8.65,18,27.74775
12.05,18,27.762346
-8.8,18,27.780745
-7.75,18,27.795181
13.6,18,27.818857
-8.45,18,27.839041
-7.35,18,27.859227
15.1,18,27.875215
12.9,18,27.893569
13.25,18,27.905402
1.95,18,27.927305
13.65,18,27.994636
12.7,18,28.008731
13.15,18,28.020784
-7.8,18,28.041191
-6.55,18,28.063209
13.85,18,28.077307
13.35,18,28.09265
-9.2,18,28.105455
-9.0,18,28.120819
12.9,18,28.13419
1.8,18,28.154463
13.8,18,28.176647
-5.75,18,28.190848
2.85,18,28.203295
12.65,18,28.213419
-8.6,18,28.306181
-8.55,18,28.319606
13.0,18,28.334027
-8.4,18,28.348241
13.1,18,28.370227
13.0,18,28.396611
-8.45,18,28.409945
1.75,18,28.427034
12.65,18,28.443643
13.05,18,28.458615
-7.7,18,28.489963
-8.5,18,28.504423
12.75,18,28.519314
-8.35,18,28.535938
3.45,18,28.608589
14.85,18,28.624825
-7.8,18,28.63781
11.85,18,28.651058
12.15,18,28.663194
-7.95,18,28.676631
11.9,18,28.697652
12.65,18,28.711685
-8.85,18,28.725715
2.75,18,28.739604
2.5,18,28.755509
-7.25,18,28.772403
-7.35,18,28.786972
15.35,18,28.803548
11.5,18,28.867546
15.0,18,28.879652
12.3,18,28.893429
-7.5,18,28.908681
2.75,18,28.923621
-7.2,18,28.93729
-7.85,18,28.949235
-7.4,18,28.966281
2.75,18,28.982055
12.0,18,28.997315
13.2,18,29.014014
13.05,18,29.026048
-8.3,18,29.040731
11.85,18,29.057722
13.8,18,29.129849
-9.05,18,29.143711
-8.75,18,29.160198
-8.4,18,29.172931
2.95,18,29.193107
-8.35,18,29.207012
-8.6,18,29.228808
2.75,18,29.243945
12.75,18,29.258581
-8.35,18,29.272836
-8.5,18,29.285489
2.7,18,29.295356
-9.0,18,29.311627
-7.8,18,29.329878
-8.9,18,29.387549
12.85,18,29.402021
-8.75,18,29.416107
14.95,18,29.433176
13.05,18,29.446815
-8.15,18,29.463101
-8.75,18,29.47629
1.45,18,29.493395
3.55,18,29.506739
12.25,18,29.528179
11.9,18,29.546385
12.95,18,29.562131
-8.45,18,29.577945
-7.5,18,29.590817
-8.1,18,29.603873
12.95,18,29.677784
-7.5,18,29.69124
12.2,18,29.706937
13.55,18,29.729812
12.15,18,29.75548
-9.0,18,29.77475
-8.1,18,29.789
12.15,18,29.80583
13.1,18,29.820718
-8.85,18,29.835376
-6.9,18,29.850369
-7.25,18,29.865034
1.9,18,29.878202
-8.55,18,29.889576
13.4,18,29.993169
12.4,18,30.006266
13.15,18,30.022057
-8.2,18,30.033827
13.2,18,30.051174
12.0,18,30.062078
13.3,18,30.086912
3.75,18,30.102428
12.6,18,30.115827
13.7,18,30.131005
-7.95,18,30.147221
-6.45,18,30.16219
-7.75,18,30.179739
12.9,18,30.191606
13.25,18,30.2485
-8.85,18,30.264427
-6.7,18,30.277076
2.6,18,30.294069
-8.45,18,30.31276
2.05,18,30.327342
-7.9,18,30.344428
-9.05,18,30.358101
-6.9,18,30.372266
-9.0,18,30.385546
-6.2,18,30.397792
17.0,18,30.415747
13.95,18,30.43186
-8.7,18,30.44601
2.65,18,30.502704
-9.1,18,30.519601
12.45,18,30.541974
12.1,18,30.556569
2.0,18,30.570178
11.55,18,30.586023
-8.1,18,30.6058
-8.25,18,30.621978
-8.55,18,30.644967
-7.55,18,30.661094
-8.45,18,30.677327
-8.3,18,30.694776
11.95,18,30.700672
-5.7,18,30.718813
-7.55,18,30.729767
-8.55,18,30.798328
-8.3,18,30.813833
-8.15,18,30.827752
13.1,18,30.838769
13.05,18,30.861278
-6.25,18,30.875783
12.95,18,30.893295
13.75,18,30.907147
12.9,18,30.919236
-9.7,18,30.935997
-8.5,18,30.949532
-7.35,18,30.963646
12.65,18,30.981129
-6.9,18,30.992093
12.85,18,31.044791
13.1,18,31.062099
-8.9,18,31.075928
-8.95,18,31.105455
13.6,18,31.117805
2.05,18,31.131437
-8.1,18,31.149042
12.0,18,31.16397
-8.15,18,31.178725
-6.5,18,31.194645
-8.75,18,31.428934
-8.75,18,31.445633
-8.3,18,31.458472
2.35,18,31.47025
14.3,18,31.536259
-8.95,18,31.559964
12.1,18,31.578314
14.05,18,31.591493
14.7,18,31.60593
1.5,18,31.622098
-7.75,18,31.640285
2.6,18,31.653093
-8.15,18,31.667138
2.3,18,31.682415
13.65,18,31.699933
1.35,18,31.713223
12.65,18,31.725176
-8.45,18,31.74191
2.65,18,31.797546
-8.05,18,31.808147
14.2,18,31.826663
-7.55,18,31.843148
-8.3,18,31.859939
-8.9,18,31.878108
-8.25,18,31.888839
12.8,18,31.906515
13.95,18,31.921232
-7.85,18,31.936391
-8.55,18,31.956514
-7.35,18,31.972211
-7.95,18,31.987974
12.3,18,31.989787
-7.5,18,32.05547
-7.25,18,32.071151
-7.45,18,32.088345
-7.65,18,32.101749
12.2,18,32.118222
12.75,18,32.134577
-8.25,18,32.148413
13.7,18,32.168704
12.0,18,32.18181
-7.75,18,32.198107
-8.35,18,32.210532
14.3,18,32.228759
12.45,18,32.238701
12.25,18,32.252522
12.0,18,32.260816
-8.1,18,32.331727
-8.95,18,32.341669
13.05,18,32.361192
12.45,18,32.377565
-8.7,18,32.395543
16.2,18,32.41093
12.7,18,32.42342
-8.5,18,32.440798
12.85,18,32.447389
-7.65,18,32.472359
13.0,18,32.491128
2.85,18,32.508746
12.05,18,32.523687
13.75,18,32.535637
12.9,18,32.590405
-8.3,18,32.603737
-6.6,18,32.618175
13.5,18,32.632558
-9.15,18,32.644625
12.6,18,32.66057
14.8,18,32.676593
12.2,18,32.688839
12.65,18,32.708498
11.9,18,32.724868
-9.1,18,32.741583
13.75,18,32.75886
13.4,18,32.767243
13.3,18,32.784154
13.7,18,32.842947
-7.85,18,32.856535
11.65,18,32.870478
12.1,18,32.881008
-7.95,18,32.896885
-7.5,18,32.912612
-8.6,18,32.929935
12.4,18,32.946492
12.8,18,32.961796
13.2,18,32.975897
-8.55,18,32.990078
-7.55,18,33.00469
11.95,18,33.018036
13.25,18,33.036506
-8.5,18,33.094125
-7.55,18,33.108677
-8.3,18,33.124939
-8.45,18,33.141589
-8.35,18,33.157252
12.25,18,33.171872
-7.3,18,33.186022
-8.4,18,33.195923
12.0,18,33.215181
-8.7,18,33.228723
12.1,18,33.245304
-9.15,18,33.261383
13.25,18,33.274879
-7.65,18,33.28904
-8.6,18,33.30054
14.05,18,33.361147
-8.45,18,33.377927
12.6,18,33.391561
13.6,18,33.405471
-8.1,18,33.415567
-7.4,18,33.433911
1.95,18,33.449668
13.0,18,33.465486
12.4,18,33.480661
2.75,18,33.494352
-8.4,18,33.50643
14.7,18,33.522261
-6.6,18,33.537049
-7.25,18,33.554767
-8.55,18,33.616071
-8.75,18,33.627911
-8.9,18,33.646518
13.3,18,33.662002
-8.7,18,33.679426
12.35,18,33.695247
-7.4,18,33.709137
13.9,18,33.723445
13.55,18,33.735674
3.0,18,33.747604
13.6,18,33.765168
12.1,18,33.780839
12.25,18,33.797416
-8.7,18,33.810438
2.55,18,33.862479
-9.0,18,33.874239
14.55,18,33.892982
2.05,18,33.908688
13.0,18,33.923122
1.4,18,33.936655
-8.55,18,33.949431
1.55,18,33.962759
12.7,18,33.973681
-8.3,18,33.990266
-8.4,18,34.003825
12.4,18,34.015527
13.4,18,34.034478
-8.05,18,34.048267
12.5,18,34.109394
2.25,18,34.13218
14.5,18,34.147271
14.95,18,34.161558
13.45,18,34.175647
-7.8,18,34.193675
-8.65,18,34.210851
12.35,18,34.226335
12.2,18,34.243199
12.35,18,34.259082
3.6,18,34.271144
-8.95,18,34.291444
12.0,18,34.30704
12.3,18,34.32052
14.1,18,34.372279
13.2,18,34.390985
12.15,18,34.405032
1.9,18,34.420647
14.55,18,34.43849
12.8,18,34.457308
2.05,18,34.468749
14.0,18,34.481343
1.75,18,34.499043
-8.6,18,34.511689
13.45,18,34.52968
12.2,18,34.544228
-9.4,18,34.559681
14.45,18,34.573865
-7.5,18,34.584323
-8.45,18,34.692662
13.2,18,34.706981
-7.35,18,34.719059
2.1,18,34.735017
-7.7,18,34.748009
-8.95,18,34.761775
14.05,18,34.77919
-8.3,18,34.796127
-7.5,18,34.808325
12.2,18,34.823822
-9.6,18,34.838459
-8.35,18,34.850641
13.85,18,34.865347
12.5,18,34.878135
-9.2,18,34.972441
14.25,18,34.990265
1.6,18,35.006173
14.65,18,35.021315
12.65,18,35.038831
12.6,18,35.052708
13.1,18,35.068394
12.5,18,35.083064
13.0,18,35.098194
12.35,18,35.111077
3.0,18,35.125706
-8.5,18,35.155559
-8.65,18,35.159358
12.85,18,35.175197
13.15,18,35.242396
-8.15,18,35.264743
1.85,18,35.280817
12.45,18,35.296129
12.8,18,35.313023
13.15,18,35.329528
12.2,18,35.344082
-6.95,18,35.359529
-7.4,18,35.375149
13.4,18,35.390217
-9.05,18,35.40448
-8.7,18,35.418003
14.7,18,35.432316
-7.75,18,35.445629
-8.3,18,35.498334
-7.7,18,35.512386
11.85,18,35.5273
14.0,18,35.544432
-8.25,18,35.559869
12.0,18,35.575408
-7.9,18,35.589809
-8.1,18,35.595873
-7.85,18,35.619833
-8.5,18,35.632288
-8.2,18,35.651843
11.75,18,35.667215
13.75,18,35.680757
-7.6,18,35.692814
-7.05,18,35.7046
13.05,18,35.759873
13.3,18,35.775166
13.3,18,35.789858
-8.45,18,35.805394
12.1,18,35.820251
12.8,18,35.832335
-7.15,18,35.848434
-8.45,18,35.865191
2.05,18,35.880265
12.15,18,35.893235
-9.0,18,35.908951
12.05,18,35.922862
13.9,18,35.937202
14.9,18,35.947449
1.45,18,36.006065
12.25,18,36.023702
-8.6,18,36.03747
-8.15,18,36.086989
13.9,18,36.10113
-8.35,18,36.116837
14.1,18,36.128854
-6.15,18,36.141339
2.65,18,36.147385
-7.4,18,36.167472
12.15,18,36.182759
14.8,18,36.195919
-7.55,18,36.207936
-7.55,18,36.214049
13.05,18,36.275882
1.7,18,36.290491
2.9,18,36.305789
-7.35,18,36.319209
-8.25,18,36.332929
13.05,18,36.34721
12.05,18,36.360517
-7.75,18,36.374279
-8.75,18,36.389736
-8.25,18,36.408496
-8.65,18,36.423579
11.95,18,36.438215
-8.0,18,36.452028
1.95,18,36.464364
12.35,18,36.523692
14.5,18,36.536965
14.8,18,36.551135
-8.2,18,36.566761
-8.8,18,36.802606
-8.8,18,36.814349
-7.6,18,36.826602
12.4,18,36.84351
13.55,18,36.856525
-7.8,18,36.864895
1.55,18,36.868624
-8.5,18,36.88915
-7.4,18,36.892999
1.7,18,36.904889
