#{"t_start": 1776094817.1751578, "env_id": "None"}
r,l,t
1.75,18,7.374595
-6.7,18,7.386286
2.3,18,7.396283
12.3,18,7.404581
1.35,18,7.418174
-9.35,18,7.472543
13.4,18,7.483215
13.55,18,7.493442
-8.55,18,7.504416
-7.9,18,7.515585
-8.7,18,7.527676
12.8,18,7.574194
13.0,18,7.583463
12.8,18,7.594309
-9.2,18,7.604484
-7.8,18,7.614365
-8.05,18,7.624487
14.5,18,7.636836
-9.45,18,7.644894
11.7,18,7.655092
-8.3,18,7.664949
-8.55,18,7.677849
11.9,18,7.689353
13.5,18,7.70013
13.5,18,7.709426
13.8,18,7.753041
-8.55,18,7.762679
12.85,18,7.774036
13.55,18,7.786659
-9.3,18,7.799392
-8.7,18,7.810731
12.85,18,7.820514
14.4,18,7.830763
-8.55,18,7.840656
-8.55,18,7.848859
-8.15,18,7.858952
-6.05,18,7.868953
-7.6,18,7.879312
12.5,18,7.889533
13.9,18,7.935649
13.05,18,7.946446
-7.35,18,7.955961
13.8,18,7.965257
12.9,18,7.97414
-8.9,18,7.982733
1.85,18,7.996167
-7.7,18,8.009867
-9.25,18,8.020687
13.75,18,8.032435
-8.35,18,8.040764
-8.6,18,8.05271
2.8,18,8.061304
2.95,18,8.071057
14.15,18,8.08081
2.0,18,8.135892
13.0,18,8.147416
1.95,18,8.158779
11.85,18,8.169601
13.7,18,8.18023
2.95,18,8.19049
-7.75,18,8.200278
12.2,18,8.212372
14.8,18,8.223454
13.25,18,8.236877
1.95,18,8.248758
13.15,18,8.258885
-7.2,18,8.270074
13.5,18,8.277854
-8.4,18,8.32024
2.15,18,8.337685
-8.4,18,8.347746
-6.25,18,8.358138
-8.55,18,8.370267
2.85,18,8.380247
-8.85,18,8.388169
-8.6,18,8.399369
13.0,18,8.41219
1.8,18,8.423571
12.5,18,8.432593
12.1,18,8.442912
11.55,18,8.454914
14.95,18,8.465011
-7.5,18,8.509273
-9.0,18,8.513288
15.1,18,8.525617
13.55,18,8.542199
2.2,18,8.551513
12.35,18,8.561859
11.9,18,8.571864
-7.25,18,8.582153
-7.45,18,8.592266
13.9,18,8.600513
13.5,18,8.613132
13.0,18,8.622571
12.25,18,8.634962
-7.3,18,8.646749
-9.35,18,8.69137
2.95,18,8.699137
-9.0,18,8.70936
12.1,18,8.719114
14.7,18,8.727715
-6.55,18,8.737761
-7.7,18,8.748075
14.3,18,8.756699
13.95,18,8.771636
-7.9,18,8.785095
-9.2,18,8.83457
1.75,18,8.846761
-8.7,18,8.860805
13.4,18,8.86935
2.3,18,8.88233
12.0,18,8.925469
-8.1,18,8.933698
12.65,18,8.946042
12.15,18,8.955863
11.95,18,8.972072
-9.05,18,8.992134
-8.6,18,9.002218
13.25,18,9.014003
13.6,18,9.024557
-8.75,18,9.036564
13.0,18,9.046743
-8.55,18,9.056871
-7.8,18,9.066898
13.85,18,9.080454
12.8,18,9.125384
-8.8,18,9.136134
-8.4,18,9.145853
14.2,18,9.155812
17.0,18,9.163875
1.9,18,9.172826
14.5,18,9.188143
-8.35,18,9.201641
14.45,18,9.212364
14.85,18,9.222552
13.35,18,9.234953
12.25,18,9.243014
12.15,18,9.257038
-8.45,18,9.268929
12.2,18,9.313316
12.5,18,9.323507
-8.25,18,9.335544
15.75,18,9.347898
14.25,18,9.359845
-9.15,18,9.371779
12.55,18,9.384707
-7.3,18,9.400542
2.15,18,9.412029
-8.7,18,9.418694
13.6,18,9.430856
1.85,18,9.444035
-8.6,18,9.452728
-8.75,18,9.452728
12.05,18,9.507141
-8.2,18,9.732193
12.45,18,9.739187
1.45,18,9.746713
-9.1,18,9.755773
-8.05,18,9.761791
12.35,18,9.761791
-9.3,18,9.774057
12.7,18,9.786161
11.8,18,9.792274
-8.8,18,9.792274
2.45,18,9.804358
13.5,18,9.804358
13.4,18,9.82268
-5.5,18,9.874912
12.2,18,9.885039
13.5,18,9.893241
-8.5,18,9.903428
1.05,18,9.915189
-8.65,18,9.925477
12.25,18,9.939571
12.8,18,9.948973
12.05,18,9.96117
-7.0,18,9.972007
-8.25,18,9.982771
-8.9,18,9.992068
-8.0,18,10.002212
3.5,18,10.012387
-8.6,18,10.024569
11.8,18,10.078863
11.6,18,10.091096
3.15,18,10.101627
12.05,18,10.11465
-7.1,18,10.125404
12.35,18,10.136611
13.35,18,10.185946
-9.2,18,10.196105
11.75,18,10.197848
-6.75,18,10.216368
-8.6,18,10.226429
12.75,18,10.238788
-8.7,18,10.24857
3.4,18,10.260777
-8.75,18,10.311334
-7.55,18,10.321349
-8.35,18,10.333597
11.85,18,10.343615
-7.95,18,10.357946
12.05,18,10.371242
12.1,18,10.382039
11.8,18,10.395087
-8.3,18,10.402281
13.45,18,10.413455
-8.75,18,10.425088
2.25,18,10.4348
12.65,18,10.448644
-8.4,18,10.458839
-8.25,18,10.508743
-7.4,18,10.520836
-8.2,18,10.531422
-8.8,18,10.543508
-9.1,18,10.553426
13.55,18,10.563177
1.45,18,10.576935
-6.5,18,10.585498
-7.9,18,10.594706
1.4,18,10.604107
-8.7,18,10.613374
13.7,18,10.623471
-8.1,18,10.63338
12.55,18,10.642651
12.25,18,10.688004
-8.45,18,10.700004
-8.35,18,10.707112
-8.65,18,10.71887
11.95,18,10.728623
13.2,18,10.737738
13.3,18,10.747305
1.85,18,10.757342
-8.6,18,10.767184
-8.65,18,10.776964
12.5,18,10.78867
2.65,18,10.800063
-8.55,18,10.810918
12.9,18,10.820101
-6.75,18,10.828311
-8.6,18,10.868369
-8.55,18,10.879998
-8.25,18,10.887748
-8.25,18,10.896045
-8.85,18,10.907895
12.05,18,10.920014
13.0,18,10.92961
13.6,18,10.939576
14.15,18,10.949459
13.7,18,10.957209
12.3,18,10.970906
-8.45,18,10.979861
13.1,18,10.990021
13.0,18,10.999151
14.65,18,11.044458
11.7,18,11.054319
12.6,18,11.062348
13.35,18,11.072384
13.5,18,11.082154
11.75,18,11.091018
2.05,18,11.102446
1.9,18,11.114201
11.7,18,11.125424
12.35,18,11.137424
-8.6,18,11.147163
12.55,18,11.156312
12.05,18,11.167042
15.15,18,11.177081
12.9,18,11.21365
1.7,18,11.225421
-7.85,18,11.23379
12.9,18,11.245293
12.45,18,11.254704
12.3,18,11.2646
12.15,18,11.276386
14.45,18,11.284975
-8.35,18,11.294935
-7.35,18,11.304754
-7.3,18,11.314765
-8.4,18,11.326522
14.05,18,11.33524
-8.55,18,11.348111
12.2,18,11.385914
12.8,18,11.400172
13.15,18,11.409925
14.05,18,11.417416
-8.75,18,11.431448
-8.4,18,11.441776
14.7,18,11.45256
-8.5,18,11.462926
13.35,18,11.4726
-6.55,18,11.480611
-8.8,18,11.490983
-8.35,18,11.500121
-6.3,18,11.509195
13.25,18,11.519796
13.85,18,11.569872
12.4,18,11.579801
-7.6,18,11.590144
-7.25,18,11.599926
13.35,18,11.609688
-8.15,18,11.61918
13.15,18,11.627189
-8.25,18,11.637263
12.55,18,11.648415
2.8,18,11.65873
-7.8,18,11.666762
13.1,18,11.678693
-8.5,18,11.689037
1.7,18,11.69943
11.9,18,11.709612
-8.25,18,11.752113
-8.05,18,11.761889
-7.6,18,11.774123
2.85,18,11.783701
13.0,18,11.792044
12.0,18,11.80388
-7.5,18,11.811909
-7.85,18,11.821685
-8.2,18,11.831733
13.55,18,11.840434
13.95,18,11.846444
13.15,18,11.860386
-8.4,18,11.868143
13.0,18,11.878047
12.7,18,11.920141
3.1,18,11.930181
15.3,18,11.938527
12.7,18,11.949409
-8.05,18,11.960453
12.0,18,11.972226
12.6,18,11.979765
-8.6,18,11.989005
-9.1,18,12.00008
-8.6,18,12.008375
2.8,18,12.017802
14.0,18,12.029298
12.2,18,12.039637
12.5,18,12.048151
2.05,18,12.090111
12.4,18,12.100993
12.75,18,12.111279
12.65,18,12.122209
14.1,18,12.132901
-8.3,18,12.143352
-8.55,18,12.152438
12.05,18,12.162474
-8.5,18,12.172509
15.4,18,12.184412
-8.75,18,12.196605
14.6,18,12.207325
-8.85,18,12.217868
13.4,18,12.227406
11.85,18,12.270215
14.6,18,12.279128
-8.7,18,12.290931
14.0,18,12.302509
13.45,18,12.313084
12.6,18,12.323233
-8.4,18,12.331489
2.4,18,12.341445
12.4,18,12.352513
-8.5,18,12.36155
-8.0,18,12.37133
14.45,18,12.385461
-8.75,18,12.393826
14.3,18,12.404393
15.05,18,12.416116
-7.6,18,12.456347
13.9,18,12.466384
14.05,18,12.476161
-8.65,18,12.486829
-8.75,18,12.496862
-8.75,18,12.512394
14.75,18,12.523785
-8.85,18,12.543097
12.9,18,12.556009
-8.55,18,12.566984
12.35,18,12.577596
13.0,18,12.586054
13.3,18,12.591808
15.05,18,12.605586
-8.8,18,12.650148
-8.75,18,12.66016
-7.1,18,12.670172
-8.3,18,12.679362
-8.7,18,12.690952
14.1,18,12.699601
2.05,18,12.712383
13.3,18,12.72658
13.45,18,12.737283
13.9,18,12.745714
-7.95,18,12.755747
-8.15,18,12.7655
13.25,18,12.776732
-7.55,18,12.78574
11.5,18,12.865298
-9.25,18,12.876714
12.2,18,12.887517
-7.05,18,12.894809
-8.55,18,12.904602
-8.9,18,12.91527
12.55,18,12.924762
13.4,18,12.936174
2.8,18,12.945042
-9.1,18,12.95429
11.6,18,12.964301
-8.1,18,12.976061
-8.15,18,12.984992
3.05,18,12.995332
13.0,18,13.036412
-8.05,18,13.046305
-7.95,18,13.056695
13.5,18,13.066176
1.7,18,13.076188
12.75,18,13.088604
11.7,18,13.100914
-8.55,18,13.112972
-8.15,18,13.122879
-9.35,18,13.131237
13.1,18,13.143263
-8.4,18,13.152474
2.7,18,13.163487
14.0,18,13.173237
12.9,18,13.213227
13.15,18,13.224185
-8.1,18,13.234205
-8.85,18,13.244132
12.65,18,13.254068
13.3,18,13.263792
13.95,18,13.273569
-7.45,18,13.284711
-8.5,18,13.296667
12.95,18,13.459229
13.05,18,13.459229
-7.8,18,13.475384
1.9,18,13.484026
-8.25,18,13.492282
12.65,18,13.49514
13.65,18,13.540358
15.25,18,13.549287
12.75,18,13.556774
1.6,18,13.566525
13.35,18,13.574275
13.75,18,13.582754
-8.8,18,13.593767
3.65,18,13.603446
14.5,18,13.616297
-7.95,18,13.625516
-7.1,18,13.635225
11.95,18,13.646277
13.15,18,13.656188
-9.15,18,13.665679
-7.25,18,13.710726
15.85,18,13.718753
-8.35,18,13.731138
2.25,18,13.740526
-6.8,18,13.751494
-7.65,18,13.761459
1.75,18,13.772996
13.8,18,13.781519
-8.0,18,13.793762
-8.65,18,13.805537
-8.85,18,13.817298
3.6,18,13.827311
-8.85,18,13.839498
14.3,18,13.849596
14.0,18,13.892686
1.55,18,13.903085
13.25,18,13.912505
-8.75,18,13.92428
12.4,18,13.934757
12.5,18,13.947017
15.4,18,13.957446
-7.9,18,13.968267
14.15,18,13.978419
-7.55,18,13.987764
-6.8,18,13.995988
-9.0,18,14.003754
12.35,18,14.014654
13.05,18,14.025697
2.05,18,14.068537
-7.9,18,14.079158
-8.05,18,14.087211
-9.05,18,14.09711
-8.55,18,14.106864
-7.0,18,14.118941
-7.4,18,14.129237
12.55,18,14.139319
2.7,18,14.148934
-8.05,18,14.162708
14.15,18,14.171833
-8.6,18,14.182765
14.0,18,14.194021
-8.35,18,14.203676
11.7,18,14.214908
1.7,18,14.260749
-8.15,18,14.278857
12.35,18,14.290827
-6.05,18,14.299033
-8.65,18,14.30877
-9.1,18,14.318805
14.6,18,14.32884
-8.35,18,14.338966
-8.1,18,14.346908
12.75,18,14.354655
-8.65,18,14.364406
-8.65,18,14.375639
14.3,18,14.384698
12.0,18,14.394412
2.0,18,14.434103
-9.2,18,14.446306
2.95,18,14.456052
-8.15,18,14.465803
12.9,18,14.475555
12.85,18,14.484624
-8.1,18,14.495339
12.05,18,14.504619
13.45,18,14.514859
13.45,18,14.524611
13.2,18,14.534839
12.95,18,14.543149
-8.4,18,14.552901
13.95,18,14.562393
12.95,18,14.609838
14.2,18,14.61803
13.15,18,14.629479
1.8,18,14.641927
-7.8,18,14.65216
12.6,18,14.661863
-8.25,18,14.669613
-8.7,18,14.679106
-7.35,18,14.682585
12.85,18,14.698832
12.0,18,14.714877
1.85,18,14.725585
12.4,18,14.734964
-8.55,18,14.743156
12.95,18,14.785718
12.35,18,14.796032
-7.25,18,14.806426
1.9,18,14.818722
13.35,18,14.828425
13.65,18,14.838033
-6.35,18,14.847921
-8.3,18,14.859937
12.15,18,14.86995
12.4,18,14.881447
13.65,18,14.89068
12.15,18,14.902591
13.5,18,14.912964
1.85,18,14.923459
-8.35,18,14.964991
-6.95,18,14.972741
-8.75,18,14.982753
13.85,18,14.993772
-7.7,18,14.997723
-7.9,18,15.014907
2.65,18,15.02488
-8.95,18,15.034796
16.65,18,15.043748
-8.45,18,15.052178
2.85,18,15.064312
-7.6,18,15.073363
13.65,18,15.086469
-7.35,18,15.094395
-8.5,18,15.106302
-8.35,18,15.143897
-8.45,18,15.155224
-6.4,18,15.165579
-9.1,18,15.176811
-8.3,18,15.185534
-8.65,18,15.197626
-8.6,18,15.207024
-8.9,18,15.217059
-7.45,18,15.229345
14.25,18,15.237948
14.7,18,15.246916
12.05,18,15.259359
12.35,18,15.269182
1.95,18,15.280178
-6.35,18,15.319689
-7.55,18,15.329464
14.95,18,15.34116
15.25,18,15.351447
-9.1,18,15.36131
1.8,18,15.371484
15.0,18,15.381544
11.8,18,15.391548
-8.35,18,15.401386
12.75,18,15.411388
12.6,18,15.42114
-8.75,18,15.432895
13.15,18,15.444222
-8.35,18,15.454116
-9.15,18,15.494643
15.15,18,15.506377
1.8,18,15.516123
13.4,18,15.526157
-8.25,18,15.534992
-6.8,18,15.545248
-7.85,18,15.593745
13.25,18,15.633979
12.75,18,15.642143
13.0,18,15.650719
12.6,18,15.65995
14.4,18,15.669697
-7.55,18,15.680293
13.95,18,15.690413
1.85,18,15.728724
-8.6,18,15.738959
13.65,18,15.747594
-7.7,18,15.75663
3.0,18,15.766666
-8.3,18,15.778283
11.75,18,15.78553
12.15,18,15.797626
13.35,18,15.807801
-8.0,18,15.815755
12.8,18,15.825791
11.8,18,15.836869
13.8,18,15.84588
-8.3,18,15.85383
-9.05,18,15.863582
-8.7,18,15.909493
12.65,18,15.918952
-8.3,18,15.930455
1.95,18,15.941602
-9.0,18,15.951073
1.85,18,15.961084
-7.95,18,15.970835
13.35,18,15.980588
12.0,18,15.991514
12.3,18,16.00267
12.65,18,16.012539
12.25,18,16.024019
-8.8,18,16.033971
-8.4,18,16.044161
1.8,18,16.088906
14.35,18,16.09458
13.55,18,16.108358
-8.8,18,16.120113
-7.3,18,16.128829
-6.6,18,16.138829
3.6,18,16.149098
13.1,18,16.158677
13.7,18,16.168687
14.4,18,16.178459
-7.8,18,16.188866
14.1,18,16.199439
-8.95,18,16.212674
4.15,18,16.222428
12.05,18,16.264616
15.8,18,16.274368
1.85,18,16.282419
12.7,18,16.2943
-9.15,18,16.302421
-8.6,18,16.312172
13.2,18,16.320321
-8.85,18,16.330894
2.65,18,16.342277
13.65,18,16.355103
-7.95,18,16.364937
-9.1,18,16.374445
2.45,18,16.384479
13.2,18,16.393601
-7.65,18,16.435833
-7.4,18,16.446712
13.25,18,16.456215
-7.35,18,16.464197
15.25,18,16.475724
13.9,18,16.485415
-8.2,18,16.494496
13.0,18,16.505027
12.2,18,16.51478
13.4,18,16.524009
13.05,18,16.532455
13.35,18,16.544985
-8.4,18,16.555153
-8.45,18,16.566072
15.65,18,16.60502
-7.5,18,16.615697
-8.6,18,16.624826
-8.4,18,16.633898
2.95,18,16.644082
12.6,18,16.655992
-6.95,18,16.665175
12.5,18,16.67633
12.0,18,16.685254
11.8,18,16.694477
-8.45,18,16.704302
13.55,18,16.714337
12.85,18,16.722107
-8.1,18,16.73085
12.75,18,16.742762
13.3,18,16.785412
13.8,18,16.795365
13.15,18,16.805725
-8.95,18,16.81576
-8.55,18,16.825539
-8.65,18,16.83392
13.05,18,16.843793
-9.25,18,16.853907
12.9,18,16.865697
-8.75,18,16.879285
-7.45,18,16.891892
13.2,18,16.903073
12.85,18,16.912648
12.1,18,16.922515
14.4,18,16.960968
13.0,18,16.97072
12.6,18,17.148956
13.65,18,17.156728
12.85,18,17.156728
13.45,18,17.170775
13.35,18,17.170775
-6.95,18,17.185549
-8.55,18,17.193797
13.3,18,17.197637
2.6,18,17.197637
-7.65,18,17.209684
-8.05,18,17.209684
11.95,18,17.232266
-8.95,18,17.267788
-7.65,18,17.277821
-8.75,18,17.287593
12.35,18,17.297058
13.55,18,17.306542
-8.15,18,17.315813
12.15,18,17.325833
3.7,18,17.336831
13.05,18,17.345598
13.0,18,17.355517
-7.3,18,17.365924
12.3,18,17.375347
-8.65,18,17.385916
12.75,18,17.395625
11.95,18,17.44022
13.5,18,17.452641
-8.3,18,17.462757
13.75,18,17.470741
1.8,18,17.482771
13.9,18,17.492713
-8.5,18,17.500945
-8.0,18,17.512978
-9.1,18,17.523597
12.6,18,17.533154
12.1,18,17.545994
-9.0,18,17.556888
12.65,18,17.569283
-8.8,18,17.579293
-8.15,18,17.589433
13.1,18,17.634324
-8.2,18,17.646352
14.05,18,17.666575
12.9,18,17.68389
2.45,18,17.695707
-8.7,18,17.706258
-8.5,18,17.712945
14.05,18,17.725267
2.8,18,17.730887
-8.55,18,17.742917
13.45,18,17.748963
12.35,18,17.762713
1.95,18,17.775574
14.45,18,17.785321
11.75,18,17.827734
13.3,18,17.83813
1.95,18,17.849051
12.55,18,17.858062
14.2,18,17.868786
-7.8,18,17.881374
-8.1,18,17.888378
12.75,18,17.900455
13.5,18,17.912597
12.4,18,17.922445
-8.9,18,17.933585
-7.5,18,17.944036
-6.65,18,17.952333
-7.95,18,17.963852
-9.1,18,18.010408
-8.65,18,18.022823
12.3,18,18.034827
13.55,18,18.04687
11.9,18,18.057771
-9.05,18,18.072787
14.15,18,18.083644
-9.3,18,18.094506
11.9,18,18.106566
-7.6,18,18.117482
-7.2,18,18.128098
-8.55,18,18.136955
-8.85,18,18.150505
13.3,18,18.163269
13.55,18,18.216256
11.85,18,18.227828
-8.75,18,18.239544
12.85,18,18.246964
13.2,18,18.263399
12.5,18,18.271223
13.7,18,18.28973
-8.9,18,18.302858
11.95,18,18.314748
12.75,18,18.366621
12.9,18,18.376639
13.2,18,18.388396
-8.6,18,18.401513
-8.25,18,18.412133
1.9,18,18.455116
13.0,18,18.467277
-8.55,18,18.47716
-7.4,18,18.489373
-8.65,18,18.501103
-8.45,18,18.510592
-8.65,18,18.519334
-8.85,18,18.531452
-8.45,18,18.541941
12.25,18,18.553665
2.0,18,18.563799
