#{"t_start": 1776073570.119304, "env_id": "None"}
r,l,t
12.05,18,213.81011
2.05,18,213.820122
11.8,18,213.829061
13.75,18,213.880754
13.0,18,213.891323
13.25,18,213.902864
12.45,18,213.914649
-8.75,18,213.925197
-8.4,18,213.936713
14.05,18,213.948467
-7.6,18,213.958478
14.05,18,213.96823
-8.5,18,213.977981
15.95,18,213.987991
-8.4,18,213.997743
13.45,18,214.007494
11.85,18,214.017504
15.6,18,214.05947
1.65,18,214.072923
12.1,18,214.084803
13.4,18,214.094483
11.65,18,214.106524
-8.1,18,214.118313
11.95,18,214.129853
15.9,18,214.135877
1.85,18,214.149622
3.2,18,214.149622
-8.35,18,214.171264
12.05,18,214.184368
-9.15,18,214.195585
1.9,18,214.201813
-7.7,18,214.252477
12.55,18,214.264612
12.35,18,214.275943
13.8,18,214.287727
13.05,18,214.300164
13.85,18,214.31086
13.85,18,214.316983
-8.0,18,214.323999
-8.05,18,214.341117
-8.7,18,214.354581
12.85,18,214.368338
-8.45,18,214.382856
12.4,18,214.395577
11.9,18,214.404947
12.45,18,214.488808
-8.2,18,214.525449
-9.05,18,214.53357
12.15,18,214.542917
-8.3,18,214.553222
-8.25,18,214.564428
-7.5,18,214.575916
-8.85,18,214.58777
-7.8,18,214.596479
12.25,18,214.612813
14.35,18,214.624052
-8.35,18,214.634256
-9.05,18,214.64519
12.15,18,214.653189
13.7,18,214.662527
12.85,18,214.69994
-8.25,18,214.709073
1.95,18,214.716936
-8.55,18,214.725306
12.95,18,214.735041
-7.8,18,214.744325
12.8,18,214.753196
-8.45,18,214.762882
2.05,18,214.772414
12.7,18,214.780496
-6.3,18,214.790747
12.45,18,214.799744
11.9,18,214.807746
-8.85,18,214.815853
-6.75,18,214.855334
-9.2,18,214.866026
13.0,18,214.876594
13.45,18,214.885684
2.05,18,214.895272
-9.0,18,214.906808
-8.9,18,214.922198
2.15,18,214.932401
11.8,18,214.942396
14.95,18,214.952394
11.7,18,214.962616
14.8,18,214.972822
14.5,18,214.981726
12.4,18,214.991912
3.1,18,215.034087
-8.2,18,215.044087
-8.65,18,215.053658
-8.25,18,215.064661
-7.55,18,215.07566
13.2,18,215.087145
-9.2,18,215.098477
13.6,18,215.109977
13.25,18,215.121121
-8.85,18,215.128891
11.65,18,215.139222
-8.7,18,215.149089
11.65,18,215.158332
11.95,18,215.16759
11.85,18,215.17744
-8.55,18,215.220109
-8.0,18,215.230207
3.05,18,215.239053
11.8,18,215.248502
2.75,18,215.258318
-8.4,18,215.267285
2.8,18,215.27764
1.75,18,215.441241
1.9,18,215.463028
-9.1,18,215.471475
12.4,18,215.48063
-8.9,18,215.48063
14.25,18,215.498644
-7.7,18,215.507174
13.6,18,215.54221
-8.95,18,215.54721
13.75,18,215.54721
2.15,18,215.565103
1.85,18,215.579221
14.4,18,215.586891
-8.25,18,215.594639
13.2,18,215.609598
14.0,18,215.618638
-7.2,18,215.629568
13.8,18,215.638017
2.95,18,215.644271
12.5,18,215.646339
-8.6,18,215.660032
12.3,18,215.703424
13.3,18,215.71287
13.7,18,215.71687
13.5,18,215.728966
1.8,18,215.736715
3.45,18,215.744723
-9.6,18,215.754177
-7.45,18,215.763509
2.5,18,215.765503
1.75,18,215.781238
3.1,18,215.791277
-8.2,18,215.803048
14.3,18,215.812801
-9.2,18,215.822813
14.4,18,215.865365
2.05,18,215.876574
12.4,18,215.880574
1.55,18,215.880574
11.9,18,215.902725
12.0,18,215.912235
2.3,18,215.920244
13.5,18,215.928255
1.6,18,215.932259
-8.3,18,215.944335
13.9,18,215.952344
14.0,18,215.960093
12.0,18,215.970104
-8.35,18,215.981171
12.4,18,216.020809
3.15,18,216.0292
1.2,18,216.032201
3.65,18,216.04798
13.05,18,216.058021
12.95,18,216.069814
3.7,18,216.079587
1.9,18,216.087596
-8.35,18,216.095345
-8.75,18,216.105745
14.25,18,216.115258
12.3,18,216.12477
-7.3,18,216.132778
-8.95,18,216.140527
2.7,18,216.148276
11.75,18,216.190151
12.85,18,216.197302
-8.55,18,216.20531
-7.55,18,216.214799
14.1,18,216.22481
2.1,18,216.234581
15.7,18,216.244018
2.0,18,216.252213
14.05,18,216.256212
12.3,18,216.271266
11.55,18,216.280304
12.05,18,216.292093
-8.4,18,216.303883
-9.1,18,216.313904
2.75,18,216.349005
-8.65,18,216.358389
12.8,18,216.359389
-8.75,18,216.382346
1.5,18,216.389594
13.5,18,216.389594
12.95,18,216.409642
12.6,18,216.421398
12.25,18,216.433413
14.0,18,216.443165
12.9,18,216.452916
-8.5,18,216.462927
13.2,18,216.470527
13.1,18,216.478381
-8.15,18,216.515062
13.6,18,216.525537
14.05,18,216.529541
14.3,18,216.529541
13.85,18,216.545244
-8.45,18,216.563132
-7.65,18,216.573142
1.55,18,216.583654
2.15,18,216.59281
-7.75,18,216.59581
-7.35,18,216.59581
-9.0,18,216.617473
12.95,18,216.629232
-8.3,18,216.637259
-8.6,18,216.675367
1.55,18,216.680366
13.1,18,216.680366
12.3,18,216.698774
-8.8,18,216.711734
-8.4,18,216.716733
-8.2,18,216.725578
12.95,18,216.734591
-7.35,18,216.7426
12.8,18,216.752352
12.0,18,216.76036
1.3,18,216.768119
-7.45,18,216.779907
12.35,18,216.789929
-8.4,18,216.80014
2.5,18,216.84311
12.15,18,216.852377
-7.9,18,216.864168
2.9,18,216.874207
12.75,18,216.883983
2.2,18,216.891732
12.35,18,216.899312
-7.9,18,216.907855
1.85,18,216.917771
-8.3,18,216.922771
14.45,18,216.925845
-7.7,18,216.941813
-8.15,18,216.951022
-6.75,18,216.959208
12.15,18,216.996281
1.7,18,217.006939
-8.9,18,217.01395
13.4,18,217.021959
-8.65,18,217.031711
-8.75,18,217.043463
-8.2,18,217.051471
12.15,18,217.060576
1.95,18,217.072324
12.35,18,217.080392
13.75,18,217.080392
-8.7,18,217.100046
11.8,18,217.111837
12.6,18,217.121882
13.4,18,217.164373
12.1,18,217.165373
-8.2,18,217.183974
1.9,18,217.194395
-7.7,18,217.201542
2.05,18,217.217255
13.85,18,217.229776
-8.45,18,217.24129
-8.55,18,217.251043
-9.0,18,217.261054
-7.35,18,217.270824
13.55,18,217.281355
12.85,18,217.292551
12.25,18,217.302745
-6.95,18,217.336897
12.25,18,217.345017
13.55,18,217.347064
2.15,18,217.362504
1.45,18,217.372515
2.9,18,217.382315
-8.5,18,217.392326
1.95,18,217.4015
-7.15,18,217.409992
-8.8,18,217.420004
-7.8,18,217.431669
12.35,18,217.442075
-8.95,18,217.450101
-7.5,18,217.459771
-8.0,18,217.498531
-7.5,18,217.504712
12.75,18,217.520609
14.3,18,217.52812
-8.55,18,217.536127
-8.35,18,217.544136
2.1,18,217.553886
12.35,18,217.565639
1.8,18,217.573647
-8.7,18,217.581656
-5.5,18,217.589146
12.5,18,217.599157
-8.25,18,217.609168
-8.05,18,217.616918
12.95,18,217.624926
13.3,18,217.661051
15.35,18,217.669162
12.1,18,217.677156
13.2,18,217.686392
13.5,18,217.686392
-7.4,18,217.704117
12.45,18,217.714128
2.65,18,217.735931
1.55,18,217.74597
-8.45,18,217.757759
-7.6,18,217.767542
-8.35,18,217.779316
15.5,18,217.789269
-8.4,18,217.797651
13.65,18,217.83695
-8.35,18,217.843545
12.95,18,217.843545
14.0,18,217.861779
-9.2,18,217.869269
11.75,18,217.879301
-7.4,18,217.889079
13.05,18,217.898836
2.1,18,217.907297
-8.3,18,217.91506
13.15,18,217.923064
13.85,18,217.926284
-8.5,18,217.942683
12.3,18,217.952293
-8.9,18,217.993571
-8.0,18,218.001659
2.0,18,218.007665
-6.55,18,218.017417
12.95,18,218.025425
1.85,18,218.03474
12.25,18,218.044005
-8.1,18,218.044005
-9.1,18,218.063878
2.15,18,218.075658
-8.45,18,218.08567
2.6,18,218.095422
-8.55,18,218.105433
-7.45,18,218.115185
-8.3,18,218.155159
2.6,18,218.164185
-9.3,18,218.165185
16.3,18,218.165185
3.2,18,218.187848
-7.9,18,218.195856
13.85,18,218.204868
-8.35,18,218.214622
-7.75,18,218.222654
12.75,18,218.232436
-7.6,18,218.244226
-8.05,18,218.25627
-6.3,18,218.266051
14.75,18,218.268059
12.2,18,218.288131
2.6,18,218.324705
-8.95,18,218.329225
12.5,18,218.329225
1.55,18,218.350982
13.1,18,218.360765
12.8,18,218.372812
-9.0,18,218.382387
2.4,18,218.392598
1.7,18,218.395598
11.8,18,218.412783
-8.55,18,218.420793
15.4,18,218.429514
-8.15,18,218.437953
1.55,18,218.447965
-8.8,18,218.488412
-8.95,18,218.497852
13.6,18,218.508647
15.25,18,218.516796
13.2,18,218.516796
15.2,18,218.536692
2.85,18,218.544702
1.65,18,218.556194
-8.75,18,218.565948
-6.6,18,218.573973
-8.6,18,218.585763
-9.2,18,218.597548
2.75,18,218.607575
12.0,18,218.647768
-7.3,18,218.686194
-8.2,18,218.863734
12.0,18,218.875172
-8.5,18,218.884415
-8.95,18,218.889889
-8.8,18,218.889889
12.1,18,218.905972
-8.5,18,218.921701
-8.8,18,218.927376
12.35,18,218.938442
13.4,18,218.938442
-8.7,18,218.953664
12.85,18,218.953664
15.7,18,218.969641
-8.45,18,219.016875
-8.75,18,219.02857
-7.75,18,219.03257
14.35,18,219.03257
13.25,18,219.056392
-8.45,18,219.066336
15.5,18,219.076349
-6.7,18,219.087261
-8.75,18,219.098721
12.3,18,219.098721
12.45,18,219.11958
14.85,18,219.129038
-7.65,18,219.129038
11.8,18,219.150433
13.2,18,219.192178
1.3,18,219.201505
13.35,18,219.201505
14.6,18,219.220462
-7.85,18,219.231766
14.3,18,219.237809
13.4,18,219.251256
1.95,18,219.261266
2.15,18,219.271022
2.6,18,219.27905
-8.35,18,219.290838
-7.4,18,219.300619
-7.95,18,219.310655
12.0,18,219.322434
12.3,18,219.332473
-8.15,18,219.371232
12.2,18,219.371232
13.15,18,219.391226
14.7,18,219.403411
12.95,18,219.411779
-8.75,18,219.421659
12.3,18,219.432624
11.45,18,219.44264
-8.75,18,219.453176
-8.55,18,219.463608
11.9,18,219.47427
12.65,18,219.484394
-8.55,18,219.49338
-7.6,18,219.504409
12.35,18,219.546875
13.75,18,219.556762
-8.95,18,219.565884
13.45,18,219.574133
-6.4,18,219.585138
12.35,18,219.593329
12.3,18,219.603933
13.7,18,219.613818
14.85,18,219.625053
14.1,18,219.633856
-7.35,18,219.643063
-7.75,18,219.651733
12.8,18,219.661108
12.95,18,219.671358
13.45,18,219.712016
11.95,18,219.71889
11.35,18,219.728761
-7.8,18,219.737752
-8.2,18,219.747992
13.1,18,219.757195
-8.75,18,219.764141
3.05,18,219.773017
12.05,18,219.783182
-7.75,18,219.792594
-7.95,18,219.802436
-7.25,18,219.810625
-6.75,18,219.817506
2.3,18,219.828663
-8.45,18,219.869097
-7.55,18,219.879165
1.9,18,219.889419
1.45,18,219.900339
13.15,18,219.910348
12.3,18,219.920692
12.85,18,219.930988
3.15,18,219.940783
-8.35,18,219.949805
-8.65,18,219.958806
-8.1,18,219.967219
14.15,18,219.976975
12.35,18,219.987183
12.15,18,219.997538
14.6,18,220.007288
12.15,18,220.043854
12.75,18,220.054293
12.45,18,220.066065
13.85,18,220.08004
-7.9,18,220.090071
14.0,18,220.101507
11.75,18,220.11152
13.05,18,220.121721
12.0,18,220.13216
-7.65,18,220.142773
-9.0,18,220.152908
12.0,18,220.163073
13.2,18,220.175074
-8.2,18,220.185305
-7.9,18,220.221733
13.1,18,220.231541
12.85,18,220.239895
12.1,18,220.248855
13.25,18,220.256945
-8.05,18,220.265097
12.8,18,220.273212
-8.55,18,220.281157
12.4,18,220.290326
13.7,18,220.298157
12.15,18,220.308385
13.15,18,220.316612
12.6,18,220.326771
-8.1,18,220.344883
12.45,18,220.389141
1.5,18,220.399376
13.0,18,220.407292
15.35,18,220.415156
13.2,18,220.415156
13.05,18,220.433858
-8.5,18,220.445371
12.8,18,220.45312
13.8,18,220.461128
13.8,18,220.469136
12.25,18,220.476885
12.4,18,220.486637
-8.35,18,220.497701
14.1,18,220.50571
13.45,18,220.54654
1.6,18,220.556712
-7.45,18,220.565068
12.15,18,220.57336
3.6,18,220.582863
11.95,18,220.590872
11.9,18,220.59862
-8.95,18,220.608109
13.5,18,220.615555
-8.1,18,220.625455
-8.1,18,220.633988
14.1,18,220.646028
-8.2,18,220.657526
-8.85,18,220.667768
11.9,18,220.706198
11.65,18,220.718634
14.8,18,220.722634
15.15,18,220.738277
13.7,18,220.748029
13.45,18,220.758039
13.3,18,220.765788
-7.1,18,220.773796
13.55,18,220.781286
13.1,18,220.792271
12.65,18,220.799551
-8.85,18,220.807322
1.7,18,220.807322
12.6,18,220.82302
12.4,18,220.832547
12.75,18,220.876077
12.05,18,220.886215
12.7,18,220.895903
-8.6,18,220.907212
12.7,18,220.915391
-8.35,18,220.916402
-8.7,18,220.93226
-6.25,18,220.94229
-8.25,18,220.952068
-8.35,18,220.962109
12.55,18,220.973892
12.15,18,220.983983
-7.65,18,220.994018
-8.45,18,221.003788
-8.35,18,221.042678
11.95,18,221.049819
13.6,18,221.049819
-8.35,18,221.071594
13.5,18,221.083382
12.7,18,221.095427
-8.45,18,221.105198
14.4,18,221.116982
1.4,18,221.127016
3.8,18,221.136796
12.65,18,221.149593
12.35,18,221.152595
3.25,18,221.168465
15.25,18,221.178504
3.15,18,221.223427
13.2,18,221.232152
-7.5,18,221.232152
13.7,18,221.249932
3.05,18,221.251937
-8.7,18,221.267807
14.4,18,221.277045
12.2,18,221.280044
-8.6,18,221.297748
13.6,18,221.307787
12.9,18,221.31957
-7.9,18,221.32732
-9.6,18,221.337314
12.15,18,221.345063
2.75,18,221.383123
12.6,18,221.383123
-8.65,18,221.404186
13.4,18,221.413449
-8.85,18,221.413449
-8.25,18,221.433354
11.75,18,221.445145
14.15,18,221.455184
12.45,18,221.464964
-8.45,18,221.475
2.2,18,221.486787
12.0,18,221.498549
11.8,18,221.50888
-6.65,18,221.518204
-7.8,18,221.527534
13.15,18,221.565912
14.85,18,221.581647
11.85,18,221.603417
13.55,18,221.613281
-8.35,18,221.623092
-8.8,18,221.634106
-9.05,18,221.645886
13.75,18,221.649885
-8.45,18,221.649885
-8.95,18,221.673801
12.85,18,221.673801
-8.0,18,221.689686
2.85,18,221.693374
-8.85,18,221.712095
13.5,18,221.746628
13.35,18,221.754929
-6.5,18,221.758929
12.25,18,221.758929
-8.5,18,221.782807
-8.9,18,221.792299
13.8,18,221.794301
13.2,18,221.80616
-7.85,18,221.80616
-8.4,18,221.821875
14.6,18,221.832484
-7.85,18,221.845504
-8.95,18,221.856998
12.7,18,221.866488
13.75,18,221.906425
-8.4,18,221.910424
-9.25,18,221.910424
14.05,18,221.934575
-7.4,18,221.944109
13.2,18,221.954146
12.2,18,221.965934
11.85,18,221.975711
15.6,18,221.985746
14.35,18,221.99604
13.05,18,222.005239
13.35,18,222.01244
-9.0,18,222.020449
14.15,18,222.026456
11.75,18,222.063453
-7.25,18,222.07389
12.6,18,222.084328
-8.85,18,222.094404
12.85,18,222.10722
-8.3,18,222.116431
11.8,18,222.122457
2.05,18,222.132747
12.45,18,222.14609
-9.0,18,222.312403
14.85,18,222.31682
-8.3,18,222.32847
2.35,18,222.335122
-7.85,18,222.335122
14.25,18,222.380906
-8.4,18,222.389366
12.9,18,222.389366
12.1,18,222.409181
-7.35,18,222.41693
16.7,18,222.426942
12.65,18,222.436954
13.25,18,222.448968
-8.15,18,222.45872
13.15,18,222.466728
-8.75,18,222.476789
12.05,18,222.484904
-8.2,18,222.485904
12.05,18,222.505571
13.95,18,222.517327
-8.75,18,222.557491
13.4,18,222.564743
-7.4,18,222.564743
-9.0,18,222.586461
-8.55,18,222.598214
13.5,18,222.607966
13.75,18,222.618177
14.05,18,222.626187
12.85,18,222.635439
-9.15,18,222.643188
-8.3,18,222.643188
12.2,18,222.66291
12.1,18,222.672661
16.85,18,222.682911
-9.0,18,222.722291
12.8,18,222.728409
-7.2,18,222.733535
-7.55,18,222.748398
12.8,18,222.758869
-8.75,18,222.758869
12.45,18,222.778923
13.75,18,222.788675
12.5,18,222.798425
14.6,18,222.806173
2.1,18,222.806173
-9.0,18,222.825014
-8.2,18,222.834757
12.05,18,222.843582
13.15,18,222.879955
14.15,18,222.895713
12.65,18,222.908827
12.15,18,222.911831
12.85,18,222.929379
3.05,18,222.939892
-8.7,18,222.947351
13.55,18,222.960871
13.8,18,222.971307
12.3,18,222.980819
13.05,18,222.990571
14.75,18,222.999645
12.95,18,223.009657
14.4,18,223.020411
13.1,18,223.050202
12.4,18,223.061607
12.6,18,223.069921
-8.55,18,223.074426
13.95,18,223.090406
11.6,18,223.100417
-9.05,18,223.110169
-8.1,18,223.120182
13.7,18,223.121925
1.4,18,223.143722
12.95,18,223.153473
2.9,18,223.161482
13.3,18,223.168971
-8.25,18,223.17698
-8.6,18,223.187653
13.35,18,223.225375
13.1,18,223.23799
13.3,18,223.249544
-8.75,18,223.266703
12.05,18,223.274076
1.7,18,223.274076
13.1,18,223.297606
-8.75,18,223.305614
12.3,18,223.313101
11.95,18,223.32111
13.45,18,223.334188
-7.4,18,223.342985
-8.2,18,223.350993
13.95,18,223.352995
-8.15,18,223.398966
-8.9,18,223.407093
13.35,18,223.419007
-8.3,18,223.428164
13.25,18,223.436967
-8.5,18,223.437967
-8.45,18,223.45544
-8.55,18,223.467453
13.5,18,223.477465
-7.85,18,223.486957
1.55,18,223.496968
-8.8,18,223.506718
14.4,18,223.516469
-7.7,18,223.527832
-8.35,18,223.57103
12.1,18,223.580884
-8.0,18,223.590895
-7.05,18,223.598644
-7.5,18,223.606439
-6.4,18,223.615668
-8.75,18,223.624678
13.6,18,223.632686
14.35,18,223.640376
14.5,18,223.651129
-8.75,18,223.651129
13.95,18,223.670417
-8.25,18,223.67986
-8.25,18,223.689013
-7.85,18,223.727755
13.0,18,223.739268
-8.7,18,223.751021
-8.3,18,223.758511
13.75,18,223.762514
-8.2,18,223.779095
12.0,18,223.790027
14.5,18,223.800244
-8.8,18,223.812281
12.45,18,223.822185
15.25,18,223.830858
-9.4,18,223.83937
-8.4,18,223.848882
12.35,18,223.860891
1.85,18,223.898914
-8.25,18,223.910192
-7.7,18,223.920424
12.05,18,223.930384
13.25,18,223.938101
12.55,18,223.954057
-8.8,18,223.964024
13.65,18,223.973776
13.0,18,223.98553
-8.95,18,223.995541
3.2,18,224.007295
-8.4,18,224.017047
12.6,18,224.019049
14.25,18,224.037564
-8.45,18,224.049059
-8.6,18,224.089448
12.1,18,224.095385
12.05,18,224.111435
11.85,18,224.111435
-8.65,18,224.133788
12.45,18,224.145827
2.65,18,224.155652
12.65,18,224.164609
13.35,18,224.175863
-8.7,18,224.185875
12.35,18,224.193363
-8.0,18,224.201372
13.45,18,224.211123
-8.7,18,224.219131
-7.45,18,224.258399
-8.5,18,224.26849
13.8,18,224.279824
12.35,18,224.2899
14.5,18,224.299528
12.05,18,224.311282
-8.55,18,224.31929
1.95,18,224.331104
14.85,18,224.341299
-8.5,18,224.350313
13.85,18,224.360324
-8.35,18,224.370335
12.6,18,224.380915
1.75,18,224.410998
12.95,18,224.446282
12.25,18,224.460515
13.6,18,224.470935
-8.7,18,224.479778
12.2,18,224.488011
12.15,18,224.499048
13.2,18,224.509906
-8.35,18,224.520207
12.75,18,224.529742
11.65,18,224.542727
-8.25,18,224.553064
-9.05,18,224.566723
-6.7,18,224.57437
-9.35,18,224.584663
13.1,18,224.624009
14.2,18,224.634091
1.95,18,224.643394
13.9,18,224.654036
3.65,18,224.666395
-8.1,18,224.677811
15.7,18,224.688099
-8.45,18,224.699819
12.8,18,224.71014
-7.25,18,224.721219
12.1,18,224.731463
2.2,18,224.742178
12.25,18,224.750237
2.0,18,224.757335
13.75,18,224.76692
12.05,18,224.808164
13.5,18,224.819118
1.85,18,224.829288
3.15,18,224.840789
2.9,18,224.851264
12.35,18,224.863417
-8.8,18,224.86952
-6.4,18,224.882639
12.4,18,224.892106
-8.65,18,224.902099
12.25,18,224.912224
-7.4,18,224.922458
11.95,18,224.93036
3.0,18,224.938984
12.85,18,224.978618
14.0,18,224.993719
12.2,18,225.002958
-8.0,18,225.01415
-8.05,18,225.024237
-7.5,18,225.034323
-9.15,18,225.045696
14.0,18,225.055362
12.45,18,225.067571
-6.7,18,225.077791
-8.25,18,225.088951
11.95,18,225.096884
2.95,18,225.104944
13.0,18,225.114945
-8.05,18,225.155883
1.8,18,225.166698
-8.05,18,225.176528
12.15,18,225.185933
14.4,18,225.196089
-8.4,18,225.206145
2.8,18,225.216218
-8.3,18,225.22603
13.45,18,225.235121
-8.9,18,225.24777
13.4,18,225.257647
12.45,18,225.267464
-8.2,18,225.279702
13.55,18,225.289874
-8.15,18,225.328133
12.5,18,225.338036
-8.45,18,225.348828
-7.45,18,225.359314
-7.35,18,225.3706
14.4,18,225.376655
11.8,18,225.390687
3.0,18,225.400033
14.7,18,225.408947
14.1,18,225.419074
-8.4,18,225.425119
2.05,18,225.437179
-8.0,18,225.441228
13.55,18,225.457288
1.7,18,225.494933
13.65,18,225.506978
12.95,18,225.516268
-8.45,18,225.526021
-8.45,18,225.537035
13.95,18,225.547789
2.0,18,225.557801
-8.65,18,225.567811
-8.5,18,225.579572
-8.4,18,225.590052
12.2,18,225.60073
-8.3,18,225.60695
13.25,18,225.60695
13.1,18,225.628534
-8.75,18,225.638547
12.95,18,225.674506
16.0,18,225.834321
2.75,18,225.844234
11.8,18,225.854163
-8.65,18,225.861579
-8.3,18,225.861579
13.05,18,225.877585
-7.3,18,225.877585
13.5,18,225.893337
11.85,18,225.893337
13.05,18,225.909728
-7.8,18,225.909728
12.75,18,225.928071
12.05,18,225.934432
12.9,18,225.970485
-8.6,18,225.970485
14.55,18,225.994188
-7.45,18,226.002412
-7.3,18,226.029609
12.9,18,226.041732
-7.8,18,226.053494
12.55,18,226.065254
13.1,18,226.075496
-8.55,18,226.085699
-7.5,18,226.085699
-8.65,18,226.105331
13.6,18,226.112842
12.0,18,226.127744
-9.1,18,226.167447
13.2,18,226.177261
-7.8,18,226.186391
2.85,18,226.186391
-8.5,18,226.206481
12.85,18,226.216493
13.2,18,226.224004
-8.5,18,226.235643
12.05,18,226.247671
13.4,18,226.259293
2.6,18,226.269304
13.3,18,226.279315
14.55,18,226.288843
2.7,18,226.29854
13.7,18,226.337963
13.95,18,226.337963
-8.65,18,226.357888
13.25,18,226.365637
12.7,18,226.372854
-8.2,18,226.382864
13.65,18,226.392875
4.2,18,226.402649
2.85,18,226.412431
16.25,18,226.422185
13.5,18,226.429858
12.05,18,226.441087
1.9,18,226.449492
13.0,18,226.462548
13.05,18,226.467548
15.25,18,226.516701
11.85,18,226.525714
12.15,18,226.533722
12.5,18,226.541972
-7.55,18,226.549721
12.9,18,226.560097
-9.1,18,226.56839
-8.15,18,226.575557
-8.7,18,226.583311
-9.15,18,226.594087
-8.05,18,226.603838
-8.4,18,226.61359
-8.4,18,226.621598
12.2,18,226.632824
12.4,18,226.67565
1.75,18,226.67965
4.05,18,226.67965
3.45,18,226.701391
-8.6,18,226.711144
-5.95,18,226.711144
3.05,18,226.726877
11.8,18,226.746619
-8.7,18,226.754627
-8.5,18,226.762635
-8.2,18,226.770643
-9.15,18,226.778392
-8.8,18,226.785878
13.25,18,226.794637
13.1,18,226.831108
13.45,18,226.844195
-8.55,18,226.852991
12.45,18,226.86074
-8.7,18,226.868748
-9.35,18,226.880086
13.25,18,226.890211
12.8,18,226.900223
14.45,18,226.909976
-8.25,18,226.919987
-8.25,18,226.927736
-9.55,18,226.937746
12.15,18,226.945735
-8.5,18,226.953222
-8.4,18,226.994704
14.35,18,226.994704
-8.6,18,227.014203
12.05,18,227.02169
12.35,18,227.032979
11.9,18,227.043736
-7.8,18,227.053612
12.6,18,227.063623
13.35,18,227.073375
-8.6,18,227.075377
-7.55,18,227.075377
12.15,18,227.100818
11.7,18,227.108305
13.95,18,227.116055
-8.75,18,227.15335
13.35,18,227.158349
11.9,18,227.174465
13.0,18,227.18493
-8.85,18,227.19646
-8.55,18,227.206212
-9.05,18,227.216223
13.45,18,227.227979
-8.85,18,227.237731
14.45,18,227.248986
-8.9,18,227.256994
-7.3,18,227.267005
14.45,18,227.276355
-8.1,18,227.285682
12.75,18,227.294095
-8.45,18,227.33918
-9.5,18,227.349729
15.95,18,227.359481
12.45,18,227.369287
12.65,18,227.378081
1.45,18,227.390243
-9.25,18,227.401182
11.25,18,227.410768
-7.9,18,227.42078
-8.45,18,227.426786
13.5,18,227.439299
-8.3,18,227.439299
12.8,18,227.454807
-7.25,18,227.469569
13.2,18,227.508198
-8.85,18,227.517899
-8.45,18,227.521899
12.45,18,227.521899
-8.3,18,227.539656
13.5,18,227.559309
12.7,18,227.568799
15.1,18,227.578372
-8.25,18,227.588856
-8.1,18,227.597856
-8.45,18,227.605994
-7.55,18,227.625689
-9.0,18,227.637442
-8.7,18,227.64595
1.7,18,227.686578
-8.15,18,227.691578
-7.7,18,227.691578
-8.75,18,227.707278
-7.05,18,227.724429
-7.95,18,227.734447
11.8,18,227.745207
12.35,18,227.754119
14.35,18,227.764467
-7.5,18,227.77396
12.8,18,227.781709
12.5,18,227.791722
13.05,18,227.803836
-7.85,18,227.813587
13.75,18,227.849315
12.2,18,227.864778
-9.25,18,227.874259
11.95,18,227.884514
2.5,18,227.885514
12.35,18,227.905275
11.95,18,227.915287
13.3,18,227.924836
-8.85,18,227.93685
14.7,18,227.946362
3.5,18,227.956575
12.35,18,227.96833
12.3,18,227.976338
1.85,18,227.983122
-8.4,18,227.994402
-8.05,18,228.032979
-8.75,18,228.04358
-8.0,18,228.053211
-8.05,18,228.05923
15.6,18,228.05923
12.95,18,228.074865
-8.65,18,228.092529
12.4,18,228.104572
13.95,18,228.11772
12.95,18,228.125994
-8.35,18,228.132034
12.2,18,228.145695
-8.85,18,228.158004
-6.4,18,228.168976
-6.2,18,228.211763
11.65,18,228.212763
12.2,18,228.229786
11.75,18,228.237635
-8.0,18,228.248708
-8.3,18,228.258719
-9.5,18,228.268472
-8.5,18,228.278478
1.65,18,228.290518
-7.25,18,228.300714
-8.95,18,228.308464
14.8,18,228.316211
-9.2,18,228.325962
12.05,18,228.333971
-6.5,18,228.371255
2.0,18,228.382404
-8.65,18,228.382404
2.75,18,228.398127
-8.55,18,228.407879
-9.05,18,228.41763
2.9,18,228.427382
-9.55,18,228.437393
2.85,18,228.446905
12.45,18,228.456916
-8.55,18,228.468246
-7.75,18,228.477399
12.0,18,228.479399
-8.75,18,228.498791
12.05,18,228.535138
-7.8,18,228.545933
-7.6,18,228.553169
14.6,18,228.56301
-8.85,18,228.572097
13.6,18,228.586091
12.85,18,228.596933
-8.45,18,228.606955
-8.25,18,228.616242
-8.55,18,228.626544
2.05,18,228.634553
-8.4,18,228.641561
-8.3,18,228.649569
13.6,18,228.65832
-7.6,18,228.694159
-8.7,18,228.704739
14.5,18,228.715956
-8.3,18,228.715956
2.75,18,228.731663
-8.9,18,228.741828
-7.65,18,228.753126
1.65,18,228.767561
12.6,18,228.778964
11.85,18,228.778964
-8.45,18,228.798541
-8.85,18,228.80803
13.2,18,228.814038
12.1,18,228.823788
12.65,18,228.833795
-7.9,18,228.868279
14.05,18,228.8811
2.2,18,228.884198
12.15,18,228.884198
-8.7,18,228.905862
2.25,18,228.915354
11.9,18,228.925217
-8.85,18,228.93523
11.9,18,228.94424
13.2,18,228.953996
4.05,18,228.964204
13.65,18,228.964204
14.25,18,228.985914
12.5,18,228.995666
-8.15,18,229.036988
1.95,18,229.043687
12.25,18,229.055969
-9.35,18,229.067766
-7.7,18,229.078683
12.7,18,229.088434
12.55,18,229.097439
13.05,18,229.106602
13.85,18,229.109601
1.95,18,229.279132
-8.4,18,229.30059
12.3,18,229.309562
12.55,18,229.317781
12.85,18,229.326077
