#{"t_start": 1776068034.2659597, "env_id": "None"}
r,l,t
-7.95,18,1519.439504
-5.8,18,1519.451251
13.15,18,1519.462804
12.35,18,1519.4781
13.9,18,1519.490666
12.55,18,1519.503341
13.8,18,1519.514155
1.65,18,1519.524224
-7.05,18,1519.537716
-7.95,18,1519.54943
12.55,18,1519.562537
12.95,18,1519.574099
1.85,18,1519.586618
13.05,18,1519.631886
-8.35,18,1519.651342
12.45,18,1519.669901
14.75,18,1519.688007
-8.15,18,1519.705616
1.35,18,1519.725313
-7.65,18,1519.736229
12.5,18,1519.753272
12.25,18,1519.768486
1.85,18,1519.783168
-8.55,18,1519.800112
14.0,18,1519.815419
-8.2,18,1519.825054
-8.25,18,1519.834779
14.3,18,1519.898836
-7.75,18,1519.912389
-7.2,18,1519.921994
-8.55,18,1519.938406
12.15,18,1519.947795
13.25,18,1519.957307
-9.4,18,1519.967445
1.75,18,1519.979036
-8.7,18,1519.991383
11.85,18,1520.004654
12.7,18,1520.017373
3.2,18,1520.032159
-8.45,18,1520.044158
-9.7,18,1520.062902
-8.65,18,1520.117289
-8.7,18,1520.129881
13.5,18,1520.141473
13.55,18,1520.162111
17.1,18,1520.172653
-9.2,18,1520.183276
14.25,18,1520.195405
-7.55,18,1520.206861
13.3,18,1520.218265
-8.25,18,1520.229038
-8.6,18,1520.247319
-8.6,18,1520.2593
-5.55,18,1520.276778
-8.05,18,1520.287991
12.05,18,1520.335346
12.2,18,1520.347036
-9.1,18,1520.358665
-8.55,18,1520.375348
12.3,18,1520.395543
12.85,18,1520.408285
-8.45,18,1520.418827
12.6,18,1520.434429
12.8,18,1520.452438
-8.25,18,1520.471235
13.3,18,1520.481796
-8.65,18,1520.494283
13.5,18,1520.506308
13.3,18,1520.526357
1.8,18,1520.567697
2.7,18,1520.584756
-8.75,18,1520.604082
1.65,18,1520.621869
11.95,18,1520.635895
1.95,18,1520.651449
-7.55,18,1520.664117
14.0,18,1520.681721
12.55,18,1520.69889
12.5,18,1520.710393
-7.65,18,1520.721148
-9.4,18,1520.732042
13.15,18,1520.743966
12.8,18,1520.75649
13.45,18,1520.771726
12.6,18,1520.825399
13.2,18,1520.849418
2.35,18,1520.865975
-8.85,18,1520.882537
13.2,18,1520.898641
13.85,18,1520.909108
14.3,18,1520.92721
13.15,18,1520.94272
13.15,18,1520.954233
-7.25,18,1520.967775
15.15,18,1520.982293
13.7,18,1521.000321
-5.85,18,1521.010852
-7.85,18,1521.024886
13.3,18,1521.128167
13.95,18,1521.147697
-8.95,18,1521.161692
12.35,18,1521.173214
-9.05,18,1521.188407
-7.7,18,1521.205119
13.9,18,1521.215729
-8.65,18,1521.233029
-8.45,18,1521.246786
13.3,18,1521.261405
12.2,18,1521.275206
13.05,18,1521.291734
-8.55,18,1521.305027
-6.65,18,1521.319541
-8.8,18,1521.384525
13.7,18,1521.40153
-8.3,18,1521.41305
12.35,18,1521.431638
13.4,18,1521.442169
12.8,18,1521.461183
3.05,18,1521.472198
-7.9,18,1521.482721
-8.75,18,1521.495755
-8.95,18,1521.514778
13.2,18,1521.534305
15.0,18,1521.548346
11.95,18,1521.564787
13.45,18,1521.575309
2.3,18,1521.622049
-7.8,18,1521.632569
12.0,18,1521.644882
-7.55,18,1521.655009
15.1,18,1521.667109
2.3,18,1521.677625
-7.5,18,1521.689132
2.65,18,1521.701644
-7.35,18,1521.715666
-7.85,18,1521.724173
12.5,18,1521.744339
-8.7,18,1521.759362
-8.6,18,1521.774902
-7.7,18,1521.789428
-8.4,18,1521.798937
14.25,18,1521.872222
-7.5,18,1521.889251
-8.4,18,1521.903339
11.85,18,1521.920016
13.2,18,1521.937047
-8.2,18,1521.951558
-8.1,18,1521.962073
12.4,18,1521.978121
12.95,18,1521.992981
-7.65,18,1522.007017
-8.45,18,1522.026042
15.8,18,1522.044004
3.85,18,1522.055749
-8.5,18,1522.064828
3.75,18,1522.116865
14.55,18,1522.134887
-7.1,18,1522.144405
2.0,18,1522.164447
-8.5,18,1522.182479
14.8,18,1522.191992
-7.5,18,1522.210042
-7.65,18,1522.233069
-8.3,18,1522.254119
-8.4,18,1522.269126
16.65,18,1522.280078
11.95,18,1522.296376
-9.0,18,1522.305865
2.65,18,1522.321821
13.35,18,1522.374796
-8.3,18,1522.389775
-8.75,18,1522.403327
-7.65,18,1522.422819
11.85,18,1522.440282
12.05,18,1522.457625
-7.85,18,1522.472163
-8.0,18,1522.485285
11.95,18,1522.500376
-8.35,18,1522.518356
13.6,18,1522.530171
2.1,18,1522.548715
-7.45,18,1522.566373
13.55,18,1522.575896
14.6,18,1522.620269
14.1,18,1522.636238
13.2,18,1522.648753
11.95,18,1522.662266
12.55,18,1522.676313
-7.7,18,1522.687824
-7.65,18,1522.702054
-8.25,18,1522.719709
13.9,18,1522.739651
-8.25,18,1522.757686
3.0,18,1522.775883
16.15,18,1522.79446
12.95,18,1522.810027
13.2,18,1522.820556
-8.1,18,1522.862777
13.15,18,1522.882089
-7.1,18,1522.900122
-8.35,18,1522.918978
-7.65,18,1522.93762
-8.35,18,1522.950643
13.3,18,1522.964305
-8.2,18,1522.97835
2.05,18,1522.991857
12.05,18,1523.009908
2.05,18,1523.024455
14.15,18,1523.038992
13.4,18,1523.049397
13.15,18,1523.061989
2.65,18,1523.071443
13.15,18,1523.135541
3.2,18,1523.144116
-8.15,18,1523.158952
12.7,18,1523.173322
-8.6,18,1523.185411
13.2,18,1523.198572
11.95,18,1523.211102
-9.25,18,1523.222764
12.4,18,1523.234449
-8.4,18,1523.250274
13.25,18,1523.264456
1.9,18,1523.280409
1.8,18,1523.292201
13.1,18,1523.307305
12.15,18,1523.35222
-8.7,18,1523.366252
14.25,18,1523.377844
-9.3,18,1523.394898
11.7,18,1523.407882
14.25,18,1523.426956
-7.5,18,1523.437527
13.15,18,1523.450071
-8.4,18,1523.466134
-7.65,18,1523.480638
1.6,18,1523.491183
-7.95,18,1523.50428
1.55,18,1523.512323
-7.5,18,1523.524048
13.05,18,1523.582355
13.05,18,1523.594807
13.35,18,1523.611893
12.0,18,1523.624912
13.65,18,1523.634427
12.2,18,1523.647337
-8.4,18,1523.666319
11.6,18,1523.677859
14.25,18,1523.693347
-8.1,18,1523.712608
-7.3,18,1523.730807
-7.5,18,1523.748195
-8.6,18,1523.764254
-8.4,18,1523.782648
13.9,18,1523.842624
2.55,18,1523.857254
2.85,18,1523.873415
2.75,18,1523.887488
13.15,18,1523.905529
13.15,18,1523.924046
3.05,18,1523.939267
13.0,18,1523.961299
-7.5,18,1523.977926
12.9,18,1523.991257
12.15,18,1524.002918
-8.45,18,1524.024465
13.0,18,1524.091028
14.35,18,1524.101668
-8.65,18,1524.111567
13.45,18,1524.172403
-8.2,18,1524.186178
-7.5,18,1524.197642
1.8,18,1524.21568
-8.65,18,1524.234699
16.0,18,1524.250224
13.15,18,1524.258735
12.4,18,1524.270249
-7.95,18,1524.286405
3.95,18,1524.303984
-7.75,18,1524.312997
11.9,18,1524.325366
14.7,18,1524.338879
12.95,18,1524.351498
-7.25,18,1524.400073
-8.45,18,1524.419135
13.05,18,1524.431646
-6.8,18,1524.44868
-8.4,18,1524.467389
-8.4,18,1524.477896
12.3,18,1524.49041
12.4,18,1524.508961
-8.7,18,1524.533005
-8.7,18,1524.549042
1.25,18,1524.560508
15.3,18,1524.576133
15.5,18,1524.592659
12.9,18,1524.601218
-8.6,18,1524.65208
11.8,18,1524.670217
-8.4,18,1524.686276
-8.75,18,1524.696902
12.45,18,1524.709425
14.6,18,1524.720697
13.2,18,1524.732216
13.2,18,1524.749918
-7.65,18,1524.76143
-6.55,18,1524.772955
-9.0,18,1524.7842
13.8,18,1524.798389
12.2,18,1524.815424
-8.15,18,1524.82795
14.05,18,1524.872692
2.8,18,1524.893468
12.0,18,1524.912437
3.9,18,1524.930459
11.9,18,1524.942972
-9.4,18,1524.955503
15.3,18,1524.970634
14.45,18,1524.98566
13.1,18,1525.000238
12.55,18,1525.019272
12.7,18,1525.034745
2.0,18,1525.050281
12.3,18,1525.066812
-8.9,18,1525.07739
12.7,18,1525.120143
-6.7,18,1525.138124
14.55,18,1525.154843
-8.9,18,1525.166892
-8.75,18,1525.185927
-7.25,18,1525.198449
13.55,18,1525.21948
13.05,18,1525.230994
13.55,18,1525.250033
-7.3,18,1525.26757
13.1,18,1525.280133
13.0,18,1525.296206
13.05,18,1525.309176
-8.1,18,1525.32309
-8.0,18,1525.332797
14.2,18,1525.398597
12.5,18,1525.410619
13.1,18,1525.43519
-7.75,18,1525.451257
2.55,18,1525.468807
12.75,18,1525.479318
3.5,18,1525.498343
2.3,18,1525.51703
12.0,18,1525.536051
-7.45,18,1525.551569
12.65,18,1525.563082
-8.25,18,1525.577159
-8.25,18,1525.587732
11.8,18,1525.598291
12.8,18,1525.646036
12.45,18,1525.662585
11.8,18,1525.681192
-8.25,18,1525.701221
12.35,18,1525.717255
-8.1,18,1525.734272
-8.45,18,1525.751797
-8.75,18,1525.770829
-7.6,18,1525.788463
-9.1,18,1525.806524
13.1,18,1525.825542
13.6,18,1525.836054
-8.3,18,1525.845631
-8.15,18,1525.856174
13.4,18,1525.918633
4.65,18,1525.936291
13.1,18,1525.954304
1.65,18,1525.964824
2.0,18,1525.983305
14.65,18,1526.001788
12.1,18,1526.01982
1.85,18,1526.02933
1.25,18,1526.047359
-7.55,18,1526.064769
-7.5,18,1526.079792
13.95,18,1526.095004
-7.55,18,1526.11151
11.8,18,1526.123021
13.55,18,1526.185819
-7.2,18,1526.205847
-8.7,18,1526.223367
12.1,18,1526.239391
12.2,18,1526.257416
12.45,18,1526.274932
14.7,18,1526.285321
13.0,18,1526.298627
13.65,18,1526.312504
-6.75,18,1526.326541
13.15,18,1526.336053
-7.4,18,1526.347567
-6.7,18,1526.361584
-8.15,18,1526.372927
1.75,18,1526.386568
11.9,18,1526.463157
12.35,18,1526.474679
-7.6,18,1526.488202
-8.25,18,1526.501323
-7.65,18,1526.510838
13.35,18,1526.530877
-8.55,18,1526.543392
14.0,18,1526.560423
-8.4,18,1526.576758
4.6,18,1526.588272
14.15,18,1526.607294
-8.8,18,1526.624006
1.9,18,1526.642051
15.4,18,1526.651584
3.1,18,1526.693144
-8.25,18,1526.714677
-7.2,18,1526.72419
3.1,18,1526.742732
-8.25,18,1526.752241
-8.4,18,1526.768697
13.35,18,1526.784227
13.1,18,1526.800951
16.35,18,1526.814967
14.15,18,1526.828495
12.65,18,1526.846541
-7.7,18,1526.861051
12.1,18,1526.881618
14.1,18,1526.891146
1.85,18,1526.951746
11.9,18,1526.967285
-7.35,18,1526.981819
14.05,18,1526.991335
11.85,18,1527.01255
12.45,18,1527.044184
12.1,18,1527.059351
-8.15,18,1527.08121
2.75,18,1527.095233
14.1,18,1527.10839
12.1,18,1527.128471
13.35,18,1527.137979
-7.3,18,1527.148559
11.9,18,1527.160117
1.85,18,1527.23008
14.3,18,1527.24159
11.9,18,1527.260621
-8.4,18,1527.284456
13.25,18,1527.297023
1.65,18,1527.310665
13.45,18,1527.322184
-7.55,18,1527.342137
11.9,18,1527.354154
12.1,18,1527.365669
13.1,18,1527.378687
12.2,18,1527.397222
12.85,18,1527.41525
-8.65,18,1527.428806
-8.5,18,1527.489429
-8.65,18,1527.507472
-8.2,18,1527.524488
-8.2,18,1527.539012
11.85,18,1527.557045
-7.55,18,1527.574068
-8.9,18,1527.588533
11.9,18,1527.606559
13.5,18,1527.624075
13.15,18,1527.641832
12.4,18,1527.653344
13.55,18,1527.665369
2.9,18,1527.679974
2.3,18,1527.692517
-7.15,18,1527.704584
12.1,18,1527.776898
-8.65,18,1527.79593
12.05,18,1527.808444
-8.1,18,1527.825468
-7.55,18,1527.842996
13.35,18,1527.861021
-8.7,18,1527.878093
12.45,18,1527.890615
1.8,18,1527.913298
13.55,18,1527.924939
-6.7,18,1527.934447
13.2,18,1527.945961
12.7,18,1527.962497
-8.45,18,1527.975052
14.75,18,1528.017616
13.05,18,1528.030131
12.85,18,1528.042646
14.15,18,1528.060673
15.0,18,1528.07872
12.35,18,1528.094245
-8.4,18,1528.111979
-7.1,18,1528.130456
12.9,18,1528.148488
11.85,18,1528.167932
-7.85,18,1528.181766
12.3,18,1528.199795
14.3,18,1528.21431
-7.2,18,1528.222867
13.3,18,1528.274679
12.9,18,1528.290674
3.65,18,1528.305412
-8.55,18,1528.314917
-8.15,18,1528.328432
1.7,18,1528.350506
11.9,18,1528.361019
-8.65,18,1528.37808
2.6,18,1528.390614
2.4,18,1528.404126
-8.45,18,1528.42115
13.95,18,1528.434165
12.6,18,1528.447684
-8.15,18,1528.462211
2.5,18,1528.509367
-8.4,18,1528.520881
-7.75,18,1528.541945
-8.45,18,1528.554976
-8.25,18,1528.571001
-8.3,18,1528.581512
-8.05,18,1528.597539
3.05,18,1528.614578
-8.2,18,1528.631181
15.5,18,1528.647233
13.95,18,1528.666435
-9.0,18,1528.67545
-7.7,18,1528.692967
-8.6,18,1528.709233
-7.35,18,1528.720757
13.05,18,1528.789543
13.6,18,1528.803057
11.7,18,1528.824093
-8.7,18,1528.840119
2.05,18,1528.857165
-7.4,18,1528.8747
-7.55,18,1528.887239
-7.6,18,1528.904271
-9.15,18,1528.915512
12.85,18,1528.932033
-8.55,18,1528.949064
13.6,18,1528.964101
12.7,18,1528.976279
14.8,18,1528.986831
-8.9,18,1529.048568
12.4,18,1529.06008
-7.25,18,1529.080228
-8.45,18,1529.096246
-8.25,18,1529.114261
-9.55,18,1529.189435
12.7,18,1529.207188
-8.3,18,1529.224548
-7.8,18,1529.237058
-8.05,18,1529.248318
11.95,18,1529.268403
-8.6,18,1529.279547
-9.0,18,1529.289572
-7.45,18,1529.297103
1.95,18,1529.352885
-8.4,18,1529.367453
-7.4,18,1529.380469
13.95,18,1529.390979
2.85,18,1529.401486
12.2,18,1529.412993
12.0,18,1529.427011
1.9,18,1529.438519
-8.25,18,1529.450025
-8.7,18,1529.469041
-7.95,18,1529.478054
-8.8,18,1529.487561
-7.95,18,1529.499069
3.3,18,1529.513082
-6.8,18,1529.565136
14.05,18,1529.580198
13.75,18,1529.588705
14.05,18,1529.604713
2.5,18,1529.621262
15.3,18,1529.632765
14.4,18,1529.644789
12.4,18,1529.658306
12.25,18,1529.668813
-9.0,18,1529.68283
13.75,18,1529.698885
13.5,18,1529.71845
13.2,18,1529.73751
-8.4,18,1529.748015
15.85,18,1529.794067
11.95,18,1529.807584
15.3,18,1529.818091
-8.25,18,1529.829123
-8.35,18,1529.840631
-8.3,18,1529.857348
-8.75,18,1529.868871
12.95,18,1529.881446
2.4,18,1529.896462
-7.25,18,1529.907973
-7.3,18,1529.921482
-7.1,18,1529.933992
12.4,18,1529.948564
-7.15,18,1529.960087
2.1,18,1529.971969
12.25,18,1530.016523
-8.3,18,1530.030031
14.6,18,1530.042554
-8.15,18,1530.054078
11.7,18,1530.065048
-8.15,18,1530.077091
12.5,18,1530.090612
2.1,18,1530.102126
-8.6,18,1530.116156
13.15,18,1530.127681
12.95,18,1530.144688
12.05,18,1530.163201
13.2,18,1530.177721
-6.55,18,1530.192235
14.6,18,1530.241817
1.75,18,1530.254837
-7.85,18,1530.271576
2.0,18,1530.284218
12.0,18,1530.298737
13.85,18,1530.311272
12.5,18,1530.32528
-8.3,18,1530.33752
-6.2,18,1530.355533
13.95,18,1530.368099
12.4,18,1530.383114
12.4,18,1530.398128
13.7,18,1530.411636
-8.05,18,1530.423144
14.2,18,1530.467738
-8.75,18,1530.480747
-8.5,18,1530.492264
-7.25,18,1530.502771
-8.8,18,1530.522788
-8.7,18,1530.535802
12.35,18,1530.549318
13.25,18,1530.562838
14.65,18,1530.577368
-9.25,18,1530.589877
12.6,18,1530.608892
12.3,18,1530.619401
-8.65,18,1530.634411
2.8,18,1530.645924
-8.35,18,1530.696047
14.55,18,1530.710559
12.45,18,1530.726577
13.05,18,1530.741087
-7.55,18,1530.752589
-8.65,18,1530.766604
12.75,18,1530.785134
2.05,18,1530.795652
-7.3,18,1530.808176
-8.75,18,1530.82269
-7.55,18,1530.834202
13.65,18,1530.850216
-7.7,18,1530.862724
13.3,18,1530.872736
-8.85,18,1530.887813
-8.85,18,1530.932873
-8.1,18,1530.951888
15.55,18,1530.968915
2.05,18,1530.979934
13.2,18,1530.992449
13.55,18,1531.005472
14.0,18,1531.017983
13.15,18,1531.030492
-7.05,18,1531.05051
12.0,18,1531.069525
1.6,18,1531.080566
-8.6,18,1531.097597
-7.35,18,1531.115607
-8.8,18,1531.128134
13.05,18,1531.177082
-9.0,18,1531.199099
4.25,18,1531.214116
12.2,18,1531.227632
-8.5,18,1531.245644
-8.45,18,1531.259156
13.2,18,1531.269664
15.45,18,1531.287188
-8.75,18,1531.306202
14.15,18,1531.321712
-8.05,18,1531.335737
1.8,18,1531.350249
-8.75,18,1531.362762
2.75,18,1531.376334
2.15,18,1531.421087
12.2,18,1531.432606
12.9,18,1531.445623
-8.15,18,1531.458134
-6.45,18,1531.470229
1.95,18,1531.488753
-7.45,18,1531.50226
-9.0,18,1531.52228
12.35,18,1531.542294
1.65,18,1531.55832
2.95,18,1531.577838
-8.55,18,1531.590354
12.9,18,1531.605872
14.7,18,1531.620408
-9.2,18,1531.65916
-8.3,18,1531.67968
12.0,18,1531.693188
13.8,18,1531.710216
13.3,18,1531.728227
1.95,18,1531.742736
12.25,18,1531.754749
-8.65,18,1531.76726
16.25,18,1531.784775
-8.05,18,1531.798301
2.35,18,1531.815309
-6.7,18,1531.832818
2.15,18,1531.852833
-7.55,18,1531.862353
12.8,18,1531.907075
-7.35,18,1531.920582
3.85,18,1531.9376
-8.45,18,1531.950104
3.6,18,1531.965122
-8.55,18,1531.980134
-7.8,18,1531.991646
-7.75,18,1532.003151
-9.1,18,1532.018168
13.85,18,1532.031683
1.8,18,1532.047698
-7.9,18,1532.064707
3.65,18,1532.078733
12.6,18,1532.094234
-5.8,18,1532.109264
13.8,18,1532.170914
12.7,18,1532.188438
1.7,18,1532.202948
-8.0,18,1532.219759
-8.35,18,1532.234261
-8.6,18,1532.251281
-8.35,18,1532.266309
-9.5,18,1532.286831
13.4,18,1532.30584
1.75,18,1532.319352
13.8,18,1532.331862
-8.55,18,1532.345884
-8.6,18,1532.372441
2.85,18,1532.388428
13.25,18,1532.457765
-8.6,18,1532.477282
-8.85,18,1532.489789
12.9,18,1532.503299
15.0,18,1532.515316
12.9,18,1532.529843
-7.35,18,1532.540361
-7.15,18,1532.555376
-9.15,18,1532.567886
12.1,18,1532.581901
13.0,18,1532.595923
13.65,18,1532.611434
-7.65,18,1532.624444
14.85,18,1532.636958
2.8,18,1532.685017
-8.6,18,1532.698176
12.1,18,1532.713293
-8.8,18,1532.732311
-10.0,18,1532.747325
-6.2,18,1532.756832
-8.8,18,1532.771342
-8.35,18,1532.786878
15.4,18,1532.801386
-9.0,18,1532.8194
-8.3,18,1532.838418
-8.9,18,1532.852925
-7.35,18,1532.87094
-9.05,18,1532.884461
12.2,18,1532.936517
12.85,18,1532.950026
-7.4,18,1532.962535
2.5,18,1532.975053
12.65,18,1532.989568
14.0,18,1533.004073
-8.1,18,1533.012584
12.95,18,1533.0256
-7.2,18,1533.042108
-7.25,18,1533.054127
-6.6,18,1533.066156
15.5,18,1533.084814
13.05,18,1533.103336
12.3,18,1533.121351
11.85,18,1533.13602
-8.5,18,1533.181092
11.85,18,1533.201108
-7.7,18,1533.219123
11.9,18,1533.237146
13.25,18,1533.255158
-9.1,18,1533.273169
-6.85,18,1533.291685
-8.25,18,1533.305798
13.05,18,1533.325819
11.6,18,1533.337345
-9.1,18,1533.349469
15.25,18,1533.360978
-9.4,18,1533.375088
12.8,18,1533.385598
-7.95,18,1533.463166
12.8,18,1533.478183
1.9,18,1533.498202
-8.8,18,1533.512708
3.2,18,1533.524213
12.9,18,1533.534223
-8.4,18,1533.554244
12.7,18,1533.569457
2.75,18,1533.584076
12.75,18,1533.59308
13.3,18,1533.605628
11.9,18,1533.616156
12.25,18,1533.626671
-5.8,18,1533.638271
-8.4,18,1533.686509
-8.1,18,1533.699038
-7.6,18,1533.71505
-6.7,18,1533.732798
14.15,18,1533.744327
1.7,18,1533.758157
4.55,18,1533.775711
15.45,18,1533.788252
-7.4,18,1533.802834
2.15,18,1533.815865
-8.5,18,1533.825377
12.45,18,1533.83791
14.15,18,1533.85042
-7.3,18,1533.915419
13.25,18,1533.974426
12.85,18,1533.98836
12.65,18,1534.011498
14.2,18,1534.028396
-9.35,18,1534.047485
12.05,18,1534.064492
13.4,18,1534.073502
-7.05,18,1534.08952
-7.5,18,1534.101031
-8.35,18,1534.114161
1.9,18,1534.126679
1.75,18,1534.147695
-8.55,18,1534.157203
15.6,18,1534.168323
-8.6,18,1534.237187
-8.35,18,1534.255777
1.85,18,1534.265286
12.85,18,1534.28232
14.5,18,1534.291829
3.3,18,1534.299337
-8.75,18,1534.314356
13.3,18,1534.327387
-6.2,18,1534.346329
-7.85,18,1534.359844
12.6,18,1534.370365
-8.95,18,1534.390904
13.1,18,1534.40498
12.3,18,1534.415545
15.7,18,1534.425062
13.65,18,1534.486128
12.15,18,1534.499641
-6.6,18,1534.516661
13.1,18,1534.535675
12.1,18,1534.555692
-8.55,18,1534.571203
-8.6,18,1534.584213
-7.55,18,1534.595734
12.35,18,1534.611245
14.45,18,1534.628261
-9.15,18,1534.647275
14.35,18,1534.657801
-7.15,18,1534.674809
-7.65,18,1534.684324
12.55,18,1534.757897
13.2,18,1534.769407
12.7,18,1534.785999
12.55,18,1534.802501
12.1,18,1534.820517
12.9,18,1534.834526
-7.95,18,1534.847038
12.35,18,1534.858549
-8.3,18,1534.877565
13.3,18,1534.889073
15.1,18,1534.904082
12.3,18,1534.922995
-8.65,18,1534.941515
12.05,18,1534.961546
12.95,18,1535.027703
13.95,18,1535.037169
-8.2,18,1535.046546
11.6,18,1535.05698
13.15,18,1535.077514
-7.7,18,1535.094524
2.05,18,1535.108037
-6.7,18,1535.116544
13.8,18,1535.132052
-8.6,18,1535.148066
-8.35,18,1535.161573
12.1,18,1535.17458
-8.1,18,1535.188094
11.9,18,1535.197602
-8.0,18,1535.252697
2.85,18,1535.269715
-7.3,18,1535.281861
12.45,18,1535.295376
12.2,18,1535.304885
-9.05,18,1535.320402
2.25,18,1535.339413
12.8,18,1535.350933
12.35,18,1535.369951
13.2,18,1535.388467
-6.35,18,1535.397994
-9.35,18,1535.414
15.25,18,1535.431512
-9.3,18,1535.448525
13.75,18,1535.457053
11.9,18,1535.504093
-8.3,18,1535.524152
1.65,18,1535.535661
-9.3,18,1535.547169
12.3,18,1535.564178
-7.6,18,1535.581239
-8.1,18,1535.597257
2.4,18,1535.612765
-8.7,18,1535.631785
12.15,18,1535.648799
12.6,18,1535.661316
12.55,18,1535.674322
1.85,18,1535.692347
13.75,18,1535.700863
-7.2,18,1535.751218
2.75,18,1535.763104
12.35,18,1535.778795
3.45,18,1535.796812
14.1,18,1535.814819
14.15,18,1535.829385
1.9,18,1535.840892
14.45,18,1535.860911
13.1,18,1535.878486
12.4,18,1535.8965
12.45,18,1535.914509
13.45,18,1535.927052
14.65,18,1535.942565
12.1,18,1535.951129
-8.7,18,1535.999699
-8.4,18,1536.019717
12.85,18,1536.032226
13.25,18,1536.05024
2.1,18,1536.061752
-7.25,18,1536.073262
13.85,18,1536.08277
13.25,18,1536.101787
1.55,18,1536.122803
-6.85,18,1536.146356
-8.5,18,1536.172374
-8.5,18,1536.190388
-7.15,18,1536.198912
-8.6,18,1536.208473
-6.7,18,1536.250923
-8.95,18,1536.27094
11.55,18,1536.281959
-7.75,18,1536.293993
-8.2,18,1536.305505
15.2,18,1536.318012
-9.75,18,1536.328536
1.9,18,1536.339038
15.0,18,1536.350547
12.0,18,1536.364672
14.15,18,1536.380703
-8.8,18,1536.397761
11.4,18,1536.409243
14.7,18,1536.418749
13.15,18,1536.465335
14.85,18,1536.474337
-8.7,18,1536.482345
13.15,18,1536.500359
12.85,18,1536.516372
-8.7,18,1536.529896
-8.35,18,1536.543406
-9.4,18,1536.556421
13.7,18,1536.576939
2.9,18,1536.595612
-8.2,18,1536.611123
-8.65,18,1536.622161
-9.3,18,1536.642179
2.2,18,1536.653105
13.65,18,1536.664762
-8.8,18,1536.714309
-7.2,18,1536.728323
13.6,18,1536.745334
12.2,18,1536.762841
14.85,18,1536.77235
12.5,18,1536.79144
16.0,18,1536.805477
-9.15,18,1536.821986
12.05,18,1536.839004
12.0,18,1536.852511
-8.25,18,1536.865522
13.0,18,1536.87503
14.05,18,1536.891048
11.7,18,1536.90332
12.45,18,1536.94657
13.25,18,1536.956075
1.75,18,1536.975089
2.2,18,1536.993099
-8.6,18,1537.005112
14.15,18,1537.017621
-8.5,18,1537.036636
-7.6,18,1537.048145
12.4,18,1537.06321
-8.7,18,1537.082732
13.1,18,1537.0998
13.15,18,1537.109292
12.65,18,1537.119338
13.9,18,1537.134382
-8.5,18,1537.195978
1.45,18,1537.210486
13.4,18,1537.227499
-8.9,18,1537.244006
13.25,18,1537.258949
-8.9,18,1537.272488
12.95,18,1537.292004
-8.8,18,1537.301511
-8.45,18,1537.314553
2.9,18,1537.329066
-8.4,18,1537.344076
-6.45,18,1537.358589
13.7,18,1537.368096
14.2,18,1537.386636
-8.45,18,1537.432718
-8.7,18,1537.449742
13.0,18,1537.461247
-7.7,18,1537.473279
12.0,18,1537.492799
-7.15,18,1537.502306
2.2,18,1537.512814
-8.1,18,1537.527828
11.8,18,1537.538335
2.4,18,1537.552843
13.75,18,1537.568859
13.5,18,1537.589381
14.85,18,1537.601909
14.8,18,1537.615951
-8.1,18,1537.631679
14.35,18,1537.679082
12.1,18,1537.697097
13.4,18,1537.707606
-7.55,18,1537.720116
-8.1,18,1537.729627
-8.75,18,1537.744633
-8.1,18,1537.759143
-8.65,18,1537.767651
-7.75,18,1537.781667
12.8,18,1537.797687
13.5,18,1537.814715
-8.9,18,1537.827283
13.2,18,1537.837812
-8.3,18,1537.854829
2.15,18,1537.921188
-8.5,18,1537.931862
-8.35,18,1537.944371
-9.15,18,1537.958953
12.7,18,1537.97958
14.35,18,1537.988467
-9.3,18,1538.002976
15.0,18,1538.012524
-8.95,18,1538.030676
2.65,18,1538.045689
-8.6,18,1538.057199
14.15,18,1538.068707
12.15,18,1538.080728
14.15,18,1538.093236
-7.6,18,1538.145826
-7.55,18,1538.159336
-7.95,18,1538.167843
-8.05,18,1538.185361
15.05,18,1538.193363
-8.5,18,1538.202873
12.25,18,1538.213385
13.2,18,1538.225416
-8.65,18,1538.236938
15.9,18,1538.256013
1.7,18,1538.267519
12.75,18,1538.279024
-8.65,18,1538.291682
-8.15,18,1538.303193
12.15,18,1538.359776
-8.45,18,1538.369284
2.55,18,1538.382329
13.15,18,1538.403072
13.7,18,1538.412577
-8.65,18,1538.43161
12.6,18,1538.442118
2.0,18,1538.454166
2.75,18,1538.464671
-7.5,18,1538.481276
-8.95,18,1538.49829
1.75,18,1538.512799
12.3,18,1538.531321
13.35,18,1538.547337
13.25,18,1538.614236
-7.25,18,1538.628754
-7.3,18,1538.64577
13.05,18,1538.664787
12.35,18,1538.680813
11.95,18,1538.702833
-8.25,18,1538.71334
-7.8,18,1538.787225
12.9,18,1538.801296
-7.5,18,1538.812805
12.0,18,1538.823355
15.25,18,1538.832446
-8.55,18,1538.841001
-7.85,18,1538.850515
13.45,18,1538.861047
11.75,18,1538.924103
11.95,18,1538.935617
12.4,18,1538.948635
-7.85,18,1538.964651
1.55,18,1538.97516
13.45,18,1538.989178
14.15,18,1539.005928
2.6,18,1539.018454
-6.4,18,1539.036878
13.1,18,1539.046386
-7.85,18,1539.057895
13.0,18,1539.072404
13.75,18,1539.091923
11.95,18,1539.108942
13.7,18,1539.181929
-8.35,18,1539.194947
14.8,18,1539.214621
