#{"t_start": 1776096173.95502, "env_id": "None"}
r,l,t
-9.25,18,219.84335
-8.25,18,219.902724
-7.0,18,219.956895
12.95,18,220.021025
-8.95,18,220.105498
-9.3,18,220.15556
-8.9,18,220.210077
-7.7,18,220.256695
-8.4,18,220.523857
-7.6,18,220.58003
-8.8,18,220.620505
-7.9,18,220.675225
13.05,18,220.720187
-6.85,18,220.779901
-9.8,18,220.835424
-7.95,18,220.893871
-8.6,18,220.960015
-8.2,18,221.045565
-7.95,18,221.094898
-8.35,18,221.161536
12.9,18,221.215734
-7.05,18,221.276199
-7.45,18,221.609031
-9.2,18,221.650936
-6.95,18,221.705063
-9.0,18,221.749024
-8.65,18,221.798137
-9.05,18,221.847265
-7.65,18,221.912644
-8.9,18,221.981714
12.45,18,222.085598
-8.9,18,222.144822
-7.95,18,222.212594
13.15,18,222.265973
-8.95,18,222.344142
-8.15,18,222.413014
-7.5,18,222.46303
-8.55,18,222.703597
-8.3,18,222.758142
13.0,18,222.811472
-7.7,18,222.869971
-8.75,18,222.91357
2.25,18,222.979182
-8.25,18,223.034145
-8.45,18,223.1004
-8.0,18,223.147611
3.6,18,223.199754
-6.9,18,223.262738
-9.2,18,223.327125
-9.1,18,223.371661
13.3,18,223.422265
-9.1,18,223.663632
13.75,18,223.70771
-8.9,18,223.760654
14.0,18,223.802098
2.6,18,223.850721
-7.0,18,223.898481
11.7,18,223.95974
15.9,18,224.058289
2.45,18,224.133401
1.2,18,224.191074
-9.0,18,224.247597
12.05,18,224.343145
-9.65,18,224.432384
-7.95,18,224.515646
14.25,18,224.867452
12.5,18,224.919974
-8.65,18,225.123043
-7.4,18,225.207972
-7.95,18,225.253782
-8.65,18,225.357033
-7.6,18,225.420203
-9.0,18,225.481392
3.8,18,225.530833
1.95,18,225.588392
-9.3,18,225.62606
-7.2,18,225.675866
-8.5,18,225.729148
1.35,18,225.793311
-7.75,18,226.16662
-7.0,18,226.209553
-8.7,18,226.265318
12.6,18,226.310971
1.65,18,226.363867
-6.5,18,226.421777
-7.5,18,226.487415
12.85,18,226.566092
15.05,18,226.658898
-6.25,18,226.770063
13.05,18,226.872932
-6.5,18,226.918754
-9.25,18,226.987774
1.6,18,227.089937
14.25,18,227.415354
-8.8,18,227.464504
-7.3,18,227.516462
12.95,18,228.597464
-7.25,18,228.652865
-8.25,18,228.714595
14.45,18,228.793175
-9.6,18,228.837991
-8.75,18,228.898945
-7.35,18,228.952256
2.4,18,229.018178
-6.05,18,229.086383
-8.35,18,229.185724
-7.95,18,229.278299
-8.45,18,229.327639
-9.25,18,229.629825
-8.15,18,229.671648
-8.5,18,229.726017
12.15,18,229.769403
-6.75,18,229.821351
-8.8,18,229.862342
-9.0,18,229.911992
-8.65,18,229.96506
-7.3,18,230.011392
-7.9,18,230.086961
15.75,18,230.136198
-7.6,18,230.195645
13.75,18,230.242294
-9.25,18,230.291257
-8.05,18,230.644006
-7.85,18,230.686388
-8.8,18,230.736392
-7.2,18,230.778742
-8.75,18,230.839092
3.6,18,230.883672
-8.7,18,230.92954
-7.95,18,231.002695
-7.75,18,231.092655
-8.2,18,231.146932
-7.95,18,231.236706
-8.5,18,231.296736
-7.15,18,231.346414
-9.0,18,231.403252
-9.35,18,231.658116
-9.75,18,231.700542
-7.75,18,231.752713
-8.1,18,231.795254
-8.65,18,231.848037
13.05,18,231.921707
12.75,18,231.97153
-8.05,18,232.023556
-9.2,18,232.098086
-7.45,18,232.157473
-7.25,18,232.24302
-7.8,18,232.341394
-7.85,18,232.402361
3.85,18,232.472805
13.85,18,232.783221
14.25,18,232.825829
-7.55,18,232.876922
13.15,18,232.919009
-6.65,18,232.96146
-7.95,18,233.017914
-8.5,18,233.065622
-8.45,18,233.140696
5.75,18,233.204103
3.25,18,233.264752
-8.65,18,233.316611
12.0,18,233.370956
-7.8,18,233.409694
-9.1,18,233.474017
-7.6,18,233.520288
12.95,18,233.762474
-7.55,18,233.8248
13.1,18,233.87268
-8.7,18,233.923757
-8.9,18,233.965616
-5.8,18,234.025486
-7.35,18,234.067156
-3.45,18,234.12795
-7.8,18,234.187179
16.25,18,234.24949
12.35,18,234.298208
-8.85,18,234.351228
-7.0,18,234.40731
2.45,18,234.474263
-8.45,18,234.743799
-4.35,18,234.792629
-7.5,18,234.836032
-7.3,18,234.88576
2.85,18,234.923841
-8.15,18,234.979995
-7.95,18,235.049467
-9.1,18,235.122571
-9.05,18,235.182946
13.3,18,235.233335
13.75,18,235.292147
-7.45,18,235.338085
-8.5,18,235.500942
-8.9,18,235.564669
-9.1,18,235.804396
-8.2,18,235.855612
-8.05,18,235.899624
-7.45,18,235.946419
-5.8,18,235.997729
-8.25,18,236.04263
-7.3,18,236.113196
-7.6,18,236.16261
-8.8,18,236.233961
12.45,18,236.283174
13.05,18,236.335455
-8.0,18,236.416901
-7.75,18,236.467584
-7.15,18,236.512127
-9.35,18,236.766733
-9.2,18,236.813126
-9.05,18,236.861778
12.85,18,236.909005
13.15,18,236.948748
-8.7,18,237.004719
12.9,18,237.047139
12.35,18,237.101757
14.35,18,237.156709
-8.8,18,237.204359
14.1,18,237.259291
-9.25,18,237.303141
-7.75,18,237.358453
-9.8,18,237.401041
-9.0,18,237.646091
-8.25,18,237.701394
-9.15,18,237.741662
-8.85,18,237.79926
-8.6,18,237.839745
3.3,18,237.891228
-6.65,18,237.938121
-7.95,18,237.979836
-7.15,18,238.032962
13.05,18,238.079134
-6.65,18,238.154058
-9.05,18,238.194928
-6.6,18,238.248428
5.6,18,238.289207
-7.95,18,238.329698
2.05,18,238.602833
-8.2,18,238.651848
-6.6,18,238.702759
13.55,18,238.743629
-6.85,18,238.788092
-5.4,18,238.848701
-6.9,18,238.896497
11.8,18,238.950553
-7.55,18,239.000476
14.0,18,239.052353
-9.1,18,239.122238
-8.8,18,239.179502
14.15,18,239.241012
-8.35,18,239.296041
-8.2,18,239.534131
-8.85,18,239.580119
-7.6,18,239.624983
-7.8,18,239.666455
-9.9,18,239.718829
13.65,18,239.759922
-7.55,18,239.826663
-6.7,18,239.867164
2.0,18,239.936167
-5.5,18,239.97623
-7.5,18,240.022504
-7.85,18,240.075473
-9.0,18,240.137406
-8.75,18,240.206793
-7.25,18,240.454787
-8.85,18,240.507031
-8.85,18,240.548344
-6.85,18,240.594563
-8.45,18,240.636978
-8.25,18,240.69269
3.35,18,240.734273
13.5,18,240.78901
-8.25,18,240.841261
-8.1,18,240.889891
-8.5,18,240.952
-8.7,18,240.994354
-9.05,18,241.044916
-9.0,18,241.088435
13.0,18,241.360159
16.3,18,241.403658
-9.0,18,241.447206
11.95,18,241.49733
-9.0,18,241.539951
-8.6,18,241.583709
-7.85,18,241.624643
-7.1,18,241.676666
-7.9,18,241.732434
-8.4,18,241.780582
-5.9,18,241.852735
2.6,18,241.90564
-6.4,18,241.95238
14.0,18,241.991917
11.85,18,242.046796
-6.5,18,242.303404
1.9,18,242.345854
-9.55,18,242.394138
-6.25,18,242.436711
-7.35,18,242.48986
-8.05,18,242.545033
-8.15,18,242.594564
-8.7,18,242.643659
-8.35,18,242.684371
2.4,18,242.73348
-8.6,18,242.776514
-8.7,18,242.82584
-8.25,18,242.870464
-7.25,18,242.921395
2.7,18,243.210557
-7.45,18,243.26093
-4.6,18,243.307486
-8.25,18,243.345828
-8.5,18,243.396317
-8.25,18,243.437018
-9.0,18,243.477727
15.7,18,243.527375
12.0,18,243.576003
-7.4,18,243.626406
-8.85,18,243.679018
-8.45,18,243.739933
2.8,18,243.776076
-7.85,18,243.842594
13.6,18,244.063488
1.55,18,244.112665
12.35,18,244.161814
-7.2,18,244.212137
12.55,18,244.26013
-9.0,18,244.313403
-7.2,18,244.350836
-8.2,18,244.401462
-9.25,18,244.449359
-8.15,18,244.51538
-7.2,18,244.558831
13.25,18,244.624459
-9.05,18,244.681391
-9.25,18,244.733525
-7.65,18,244.960659
-9.1,18,245.006485
14.8,18,245.050699
-8.4,18,245.09798
13.35,18,245.140102
1.75,18,245.214965
-8.85,18,245.264329
12.5,18,245.327576
12.3,18,245.370944
12.8,18,245.43327
-8.35,18,245.475434
-8.0,18,245.541865
-7.65,18,245.590457
12.8,18,245.645088
-8.05,18,246.05639
13.25,18,246.111336
-7.9,18,246.163828
-7.55,18,246.218179
-9.0,18,246.262515
12.15,18,246.315116
-6.95,18,246.357154
-7.6,18,246.398345
-7.65,18,246.456812
-8.85,18,246.498147
-8.6,18,246.553655
-8.15,18,246.594948
-8.4,18,246.650417
-8.1,18,246.695007
2.0,18,246.744014
12.7,18,246.976099
-9.05,18,247.033821
-8.85,18,247.07524
-9.05,18,247.13314
13.1,18,247.174799
-7.15,18,247.244056
-8.05,18,247.309359
12.2,18,247.366682
1.85,18,247.408216
-6.6,18,247.46312
11.95,18,248.342463
1.15,18,248.396326
-6.8,18,248.435725
-9.1,18,248.493715
13.05,18,248.726849
12.8,18,248.768351
-8.75,18,248.826152
2.85,18,248.86769
2.4,18,248.917778
14.6,18,248.967374
-7.9,18,249.018198
-7.95,18,249.066334
-9.0,18,249.110131
-6.75,18,249.168315
-6.85,18,249.218302
-8.75,18,249.284689
-9.1,18,249.326016
12.9,18,249.384975
-9.1,18,249.624397
-8.2,18,249.675467
-6.85,18,249.721346
11.15,18,249.793771
13.15,18,249.841275
-8.85,18,249.890316
-8.5,18,249.941522
-8.45,18,249.982831
-7.65,18,250.038263
-6.75,18,250.07999
11.7,18,250.13104
-8.05,18,250.183051
-8.55,18,250.242245
-6.4,18,250.296836
1.85,18,250.528245
-9.05,18,250.577575
1.95,18,250.625396
13.15,18,250.674238
12.05,18,250.721234
11.9,18,250.768925
2.45,18,250.819081
-8.1,18,250.854918
-8.7,18,250.913178
-6.65,18,250.963645
-8.85,18,251.017892
1.95,18,251.061895
12.8,18,251.111616
-8.35,18,251.163798
-9.15,18,251.208172
-8.15,18,251.458298
-8.25,18,251.499997
13.8,18,251.548961
-9.1,18,251.599113
-9.55,18,251.64188
-7.35,18,251.697944
-9.25,18,251.739103
-8.3,18,251.78156
-7.65,18,251.837984
3.1,18,251.884777
12.3,18,251.939437
-7.95,18,251.984211
-7.5,18,252.035978
-7.15,18,252.087637
14.4,18,252.41503
-6.6,18,252.463639
-8.7,18,252.508821
-9.15,18,252.553438
2.05,18,252.605926
-9.0,18,252.655291
-9.0,18,252.705693
-8.45,18,252.763832
-9.35,18,252.824539
-7.65,18,252.866425
-8.65,18,252.916945
-8.6,18,252.965938
-8.5,18,253.00455
12.35,18,253.063372
12.25,18,253.337231
12.0,18,253.396381
15.5,18,253.43831
-8.1,18,253.488671
11.8,18,253.546906
-8.2,18,253.609629
-6.55,18,253.662477
-6.95,18,253.720665
-7.15,18,253.795726
-8.35,18,253.868153
3.35,18,253.912935
-8.6,18,253.966375
-8.45,18,254.011695
-9.05,18,254.069683
-6.85,18,254.429767
-8.45,18,254.476324
-9.2,18,254.531346
12.0,18,254.575274
-7.35,18,254.621375
5.75,18,254.666166
12.1,18,254.726097
-8.2,18,254.78499
-9.05,18,254.848746
13.8,18,254.898334
-8.05,18,254.94507
-7.75,18,255.00533
14.7,18,255.069447
12.7,18,255.120589
-8.6,18,255.396219
-9.25,18,255.479162
1.9,18,255.532515
-8.15,18,255.575823
-7.95,18,255.617259
-9.9,18,255.676116
-6.9,18,255.728167
-6.45,18,255.788284
-9.0,18,255.835778
-8.65,18,255.885813
2.0,18,255.933738
4.35,18,255.998264
-8.0,18,256.043019
13.55,18,256.104049
-9.3,18,256.147208
-7.6,18,256.406335
-8.0,18,256.564669
-8.3,18,256.64783
13.65,18,256.706858
-8.6,18,256.764436
-7.2,18,256.819061
-9.45,18,256.867242
-9.2,18,256.928252
13.1,18,256.977084
-9.3,18,257.037993
-8.65,18,257.085778
-8.0,18,257.147531
-8.6,18,257.197267
-8.8,18,257.259656
-8.6,18,257.520628
-7.75,18,257.571098
-8.15,18,257.617537
2.2,18,257.659969
13.05,18,257.706157
-8.9,18,257.766549
-6.7,18,257.831547
2.0,18,257.879533
-6.35,18,257.932862
-8.85,18,257.975645
13.2,18,258.025994
-8.75,18,258.072122
-8.45,18,258.118737
3.85,18,258.181183
-8.45,18,258.484183
-8.35,18,258.532701
-9.3,18,258.581196
13.25,18,258.626931
14.05,18,258.67037
-8.55,18,258.730552
-8.3,18,258.786031
-6.45,18,258.852381
-8.5,18,258.905592
-7.35,18,258.96608
3.0,18,259.067389
-8.95,18,259.121137
-8.05,18,259.177616
14.1,18,259.245644
-7.55,18,259.535911
-7.6,18,259.585656
-8.1,18,259.634026
13.0,18,259.681596
-8.3,18,259.725293
2.95,18,259.77718
-8.2,18,259.819054
14.3,18,259.867295
-7.1,18,259.918071
13.95,18,259.980654
-9.2,18,260.032558
12.8,18,260.096249
-9.45,18,260.144589
13.1,18,260.207544
14.0,18,260.271679
-9.2,18,260.520069
-8.5,18,260.571083
3.75,18,260.613397
14.35,18,260.659726
12.4,18,260.697836
1.8,18,260.739895
14.1,18,260.794552
-7.4,18,260.840678
13.15,18,260.898945
-7.2,18,260.947827
-8.55,18,261.002604
15.4,18,261.050448
-8.7,18,261.101995
-9.3,18,261.162949
-8.8,18,261.482296
-7.1,18,261.521275
1.8,18,261.574447
-7.9,18,261.641437
-8.35,18,261.692825
-8.0,18,261.742871
-9.8,18,261.810764
2.1,18,261.85446
12.8,18,261.913823
-8.75,18,261.957469
-8.1,18,262.022888
-7.05,18,262.072698
-8.1,18,262.126048
2.6,18,262.175435
14.35,18,262.495918
12.9,18,262.544295
2.75,18,262.588484
-7.35,18,262.631592
15.65,18,262.683694
-9.1,18,262.725146
-8.8,18,262.791722
13.55,18,262.841273
-8.7,18,262.891837
-7.55,18,262.951812
13.2,18,263.004839
-8.9,18,263.054994
-8.75,18,263.103454
13.5,18,263.162325
14.6,18,263.459384
2.0,18,263.507868
-8.15,18,263.564041
15.85,18,263.620761
13.95,18,263.676278
-8.5,18,263.726094
-8.1,18,263.776153
-8.35,18,263.841951
-7.7,18,263.931749
-8.45,18,264.004653
-9.15,18,264.097081
-9.5,18,264.184755
11.7,18,264.30261
3.6,18,264.396484
-7.5,18,264.908516
-9.0,18,264.969391
13.15,18,265.051134
13.2,18,265.12345
-7.8,18,265.174415
-8.95,18,265.295831
-9.1,18,265.37026
14.65,18,265.420876
-9.4,18,265.48857
-7.95,18,265.55456
-9.5,18,265.610759
13.35,18,265.662908
12.4,18,265.710927
-7.7,18,265.761192
2.0,18,265.827534
-8.5,18,266.137722
-8.2,18,266.184013
-8.65,18,266.253519
1.95,18,266.324528
-8.95,18,266.410835
4.7,18,266.452159
-8.05,18,266.518477
-8.15,18,266.58506
-9.05,18,266.634897
-9.3,18,266.684698
-8.2,18,266.742292
-9.1,18,266.792059
-7.95,18,266.866241
2.2,18,266.915395
-8.55,18,267.280723
-8.05,18,267.372355
-7.95,18,267.42979
12.9,18,267.47977
-8.6,18,267.520525
-7.9,18,267.578552
14.1,18,267.623721
-7.5,18,267.680459
-7.7,18,267.763631
-8.9,18,267.823915
-8.15,18,267.866188
-8.95,18,267.931696
12.65,18,267.975978
12.0,18,268.028293
11.85,18,268.363074
-8.5,18,268.406387
-9.15,18,268.454888
14.3,18,268.503553
-7.6,18,269.406458
-7.35,18,269.455189
13.8,18,269.502234
-7.55,18,269.543248
-8.75,18,269.598379
15.1,18,269.643496
-9.35,18,269.712985
13.85,18,269.764648
-8.5,18,269.826813
14.5,18,269.867263
-8.15,18,270.109043
-8.45,18,270.158649
-8.75,18,270.205571
13.1,18,270.266331
-8.4,18,270.317533
13.05,18,270.381882
-9.05,18,270.42852
-8.85,18,270.520323
-7.6,18,270.572116
-8.55,18,270.622473
-8.65,18,270.672877
-8.45,18,270.725729
-8.8,18,270.775581
3.65,18,270.838372
-8.2,18,270.886009
-6.8,18,271.122876
12.35,18,271.175779
-8.6,18,271.226398
-9.35,18,271.280712
12.6,18,271.3304
2.4,18,271.380673
-8.2,18,271.431998
-7.9,18,271.475133
-8.5,18,271.529181
12.2,18,271.573735
-9.25,18,271.634353
-6.85,18,271.680814
-8.35,18,271.731012
-9.1,18,271.775391
-7.45,18,272.076941
-8.1,18,272.119356
-7.45,18,272.167571
-8.65,18,272.21632
-8.9,18,272.274066
-6.6,18,272.328799
-8.7,18,272.383775
-7.45,18,272.434459
11.85,18,272.495126
2.05,18,272.540425
-8.4,18,272.588966
13.75,18,272.634482
12.65,18,272.68235
13.85,18,272.737068
13.65,18,272.984929
-8.15,18,273.026082
-8.4,18,273.075778
-8.35,18,273.125283
-7.85,18,273.224753
-9.0,18,273.289038
-8.95,18,273.338204
-8.2,18,273.401457
15.05,18,273.447314
-6.3,18,273.506742
-8.3,18,273.556361
-7.8,18,273.611534
-7.45,18,273.652423
-8.2,18,273.725919
-7.6,18,273.957494
-8.85,18,274.005364
14.25,18,274.054074
-9.1,18,274.102234
-9.55,18,274.15236
-6.65,18,274.208599
2.55,18,274.259657
13.8,18,274.31819
-8.8,18,274.381415
-6.35,18,274.435376
-7.35,18,274.484032
-7.6,18,274.561428
-8.8,18,274.611493
-8.35,18,274.660472
-7.75,18,274.896761
-9.2,18,274.949234
-7.15,18,274.99392
-8.2,18,275.046098
-8.75,18,275.106187
-8.4,18,275.150567
-9.05,18,275.208063
-8.05,18,275.272868
-8.15,18,275.326676
14.3,18,275.376004
13.4,18,275.429095
-7.85,18,275.472336
-6.2,18,275.525874
-7.2,18,275.576852
12.55,18,275.634111
-8.5,18,275.865098
1.9,18,275.924836
12.5,18,275.983381
-8.35,18,276.025245
-6.8,18,276.078123
-9.25,18,276.124791
3.35,18,276.176698
-8.8,18,276.238458
-8.7,18,276.30151
12.25,18,276.358464
-8.65,18,276.413288
-5.75,18,276.45821
-9.2,18,276.510958
4.55,18,276.560663
2.85,18,276.801008
2.85,18,276.848488
13.25,18,276.89461
14.35,18,276.936988
-7.1,18,276.987668
12.6,18,277.053581
-7.95,18,277.103326
13.25,18,277.163453
-7.5,18,277.217892
3.65,18,277.324915
-8.45,18,277.378672
14.65,18,277.42966
-9.25,18,277.476233
-8.8,18,277.530773
13.95,18,278.142735
2.65,18,278.197544
12.0,18,278.290165
-8.95,18,278.362831
-8.65,18,278.420719
-8.75,18,278.462052
-7.05,18,278.516342
-7.25,18,278.560647
-8.65,18,278.614524
14.6,18,278.662008
-6.95,18,278.702952
-5.6,18,278.754548
-9.0,18,278.807468
13.05,18,278.867201
11.75,18,279.119135
-8.4,18,279.161292
13.0,18,279.212065
2.0,18,279.281665
-8.7,18,279.337519
-9.0,18,279.409499
-7.9,18,279.453088
12.1,18,279.502342
1.8,18,279.563567
-7.7,18,279.620653
1.85,18,279.669971
2.7,18,279.714824
-9.0,18,279.772214
-6.45,18,279.815697
-8.3,18,279.872009
12.35,18,280.106066
12.35,18,280.180667
12.4,18,280.263903
-8.2,18,280.333505
-8.2,18,280.378938
12.5,18,280.428963
-7.05,18,280.481091
-8.55,18,280.532471
2.5,18,280.577449
15.05,18,280.627186
13.05,18,280.675722
-8.85,18,280.71556
-9.0,18,280.755553
2.9,18,280.797902
11.85,18,281.06604
-8.95,18,281.130918
-8.1,18,281.187232
-7.75,18,281.245849
13.15,18,281.312095
-4.6,18,281.386896
-8.55,18,281.438358
-8.5,18,281.484091
13.0,18,281.530394
13.65,18,281.581686
12.5,18,281.627443
2.6,18,281.684562
-7.55,18,281.722624
-6.6,18,281.769688
-8.35,18,282.039776
-8.25,18,282.098351
0.8,18,282.146745
-8.55,18,282.197246
13.95,18,282.254649
-7.8,18,282.317481
-8.05,18,282.369801
2.4,18,282.413978
-6.55,18,282.457826
14.05,18,282.506078
-6.5,18,282.554063
-8.15,18,282.598407
-8.7,18,282.637347
-9.7,18,282.68899
-9.05,18,282.986321
2.9,18,283.033205
14.05,18,283.071527
3.55,18,283.129006
12.8,18,283.166838
-9.0,18,283.222093
-6.45,18,283.280868
-8.85,18,283.343614
-7.7,18,283.391267
-8.55,18,283.457623
13.1,18,283.518342
-8.95,18,283.567512
3.1,18,283.615212
-7.1,18,283.661843
-6.95,18,283.905461
2.9,18,283.948742
12.2,18,283.996869
-8.65,18,284.042796
-8.35,18,284.116118
-6.9,18,284.198657
-8.85,18,284.331807
12.7,18,284.45035
13.6,18,284.525844
-8.2,18,284.62593
13.8,18,284.678314
-8.7,18,284.719586
-8.2,18,284.769384
-7.4,18,284.815066
12.1,18,284.871263
16.25,18,285.112684
-9.05,18,285.155439
13.2,18,285.204952
12.65,18,285.252412
-9.4,18,285.318091
12.85,18,285.368532
-8.55,18,285.429727
-6.95,18,285.483832
-6.7,18,285.542059
-8.7,18,285.592326
-9.75,18,285.644978
-9.0,18,285.694843
-8.25,18,285.743175
-7.5,18,285.790756
13.8,18,286.035641
-8.05,18,286.085228
13.1,18,286.126725
14.0,18,286.17445
-8.1,18,286.218284
-9.1,18,286.268457
4.4,18,286.332721
-7.6,18,286.385958
1.25,18,286.463428
3.1,18,286.505685
2.5,18,286.561635
-9.0,18,286.608461
-8.7,18,286.66555
-7.2,18,286.719344
-7.95,18,286.978227
-6.6,18,287.027066
-6.85,18,287.075568
13.4,18,287.120078
-9.0,18,287.15851
-9.0,18,287.222731
-9.25,18,287.264833
13.25,18,287.330035
-9.0,18,287.379433
-8.0,18,287.448084
-7.9,18,287.493702
-8.3,18,287.544043
-8.1,18,287.593123
14.15,18,287.654945
-7.9,18,287.927236
-9.4,18,287.976487
13.25,18,288.02448
15.0,18,288.083621
-8.45,18,288.130806
-8.15,18,288.202786
-9.2,18,288.253374
-8.85,18,288.315599
14.95,18,288.386306
-8.25,18,288.453849
1.65,18,288.505891
14.85,18,289.553816
-8.9,18,289.605327
12.8,18,289.657571
-6.05,18,289.708706
-8.3,18,289.929514
-8.7,18,289.972665
13.95,18,290.020535
-8.65,18,290.070905
-8.25,18,290.112345
1.65,18,290.170527
-9.0,18,290.242877
-8.35,18,290.287991
-7.2,18,290.360523
-7.25,18,290.415132
-8.25,18,290.48664
15.3,18,290.533062
14.05,18,290.574404
-8.25,18,290.632574
-8.05,18,290.862207
-8.4,18,290.944007
-8.75,18,290.985152
12.3,18,291.028957
11.95,18,291.08779
-8.65,18,291.139008
-9.2,18,291.19624
-8.25,18,291.240089
15.15,18,291.293212
13.65,18,291.343169
-8.5,18,291.414559
-8.6,18,291.479736
-7.5,18,291.536721
-8.1,18,291.585184
-7.15,18,291.83858
-7.5,18,291.882851
13.15,18,291.930629
-7.8,18,291.980072
12.0,18,292.022575
-9.05,18,292.072068
-8.4,18,292.124684
-8.6,18,292.186127
-8.6,18,292.233684
-8.6,18,292.307473
-8.7,18,292.365902
-9.8,18,292.426251
12.8,18,292.481071
-8.05,18,292.538359
-9.5,18,292.793504
12.05,18,292.842978
12.55,18,292.909138
1.45,18,292.958681
-9.35,18,293.000102
-7.9,18,293.066349
-7.9,18,293.108168
-8.8,18,293.16573
-7.9,18,293.216388
-9.25,18,293.278536
-9.05,18,293.319458
-8.15,18,293.374487
-8.85,18,293.438489
14.2,18,293.511703
12.35,18,293.854586
1.95,18,293.899222
-9.5,18,293.941705
-8.1,18,293.993872
-8.7,18,294.038575
-9.1,18,294.096389
-7.5,18,294.137729
-4.25,18,294.20202
11.35,18,294.250718
-8.15,18,294.302908
-8.15,18,294.359636
-8.6,18,294.420284
-9.0,18,294.481151
3.7,18,294.526525
-9.3,18,294.568558
-9.3,18,294.820164
-8.95,18,294.865854
-6.6,18,294.913866
-6.75,18,294.957515
2.9,18,295.004699
-8.65,18,295.05807
-7.9,18,295.119312
-8.9,18,295.165389
1.75,18,295.21382
13.95,18,295.265498
-6.65,18,295.327608
-8.75,18,295.374548
-9.25,18,295.445787
-8.3,18,295.501861
12.65,18,295.75635
-8.65,18,295.797716
14.55,18,295.847226
-8.8,18,295.897179
2.45,18,295.937929
-7.65,18,295.99586
-9.1,18,296.039128
-8.6,18,296.105906
-8.3,18,296.153245
-9.1,18,296.211219
-8.85,18,296.256584
-7.6,18,296.316769
-6.45,18,296.368211
-7.6,18,296.425982
12.95,18,296.681811
-8.65,18,296.72418
14.2,18,296.777745
13.5,18,296.821293
-6.8,18,296.866457
13.7,18,296.925004
11.55,18,296.973931
-7.95,18,297.021035
-8.4,18,297.07928
2.65,18,297.129113
-5.95,18,297.17974
-6.95,18,297.234229
-8.0,18,297.28174
-9.2,18,297.365696
14.0,18,297.650193
-8.7,18,297.694334
-7.35,18,297.747557
-9.0,18,297.811823
13.85,18,297.861341
-8.3,18,297.911067
-8.5,18,297.952247
-6.3,18,298.010215
-6.95,18,298.05141
12.9,18,298.11103
-8.7,18,298.155413
-8.4,18,298.216206
13.85,18,298.264005
-8.5,18,298.333055
14.3,18,298.400237
13.05,18,298.704679
-8.2,18,298.753174
-8.95,18,298.798114
-6.65,18,298.840498
-8.6,18,298.897474
-8.55,18,298.947629
-7.65,18,299.004984
-8.65,18,299.045793
-7.95,18,299.118023
-8.5,18,299.163847
-9.1,18,299.222531
-8.7,18,299.265399
-8.3,18,299.316571
-8.95,18,299.398868
12.4,18,299.658038
2.0,18,299.708026
-7.8,18,299.756212
-8.75,18,299.801869
-9.45,18,299.844673
-8.65,18,299.902822
-8.8,18,299.949704
11.75,18,299.99776
-8.6,18,300.135108
14.65,18,300.249733
-9.05,18,300.298673
-8.5,18,300.362216
-8.5,18,300.428812
14.05,18,300.489135
13.75,18,300.757242
-8.75,18,300.799488
15.5,18,300.856262
11.7,18,300.900325
2.85,18,300.949716
-8.4,18,301.007252
-9.25,18,301.069576
-7.9,18,301.116545
-6.55,18,301.177365
-8.3,18,301.2279
-8.15,18,301.279994
2.8,18,301.331621
-7.7,18,301.393383
-6.8,18,301.45596
-8.5,18,301.698155
-8.15,18,301.75382
12.1,18,301.831674
-8.8,18,301.878276
2.85,18,301.927344
-7.2,18,301.987194
-8.85,18,302.026839
-8.75,18,302.086947
-9.2,18,302.134808
1.85,18,302.188305
-8.95,18,302.235354
12.85,18,302.280751
13.1,18,302.329545
-6.15,18,302.425244
13.1,18,302.697585
-7.4,18,302.744153
3.05,18,302.794226
-8.35,18,302.843756
-7.65,18,302.893364
13.2,18,302.956076
-9.55,18,303.007854
3.2,18,303.049944
-8.65,18,303.099884
-8.5,18,303.146832
13.1,18,303.20549
-7.85,18,303.255826
14.5,18,303.310149
13.25,18,303.37881
14.05,18,303.455501
-6.95,18,303.699141
-9.35,18,303.754689
12.15,18,303.797182
16.1,18,303.845824
-8.1,18,303.89162
11.8,18,303.949679
-8.7,18,304.003355
-8.65,18,304.063047
-9.5,18,304.114551
-9.7,18,304.158774
-8.9,18,304.21129
11.8,18,304.257573
-7.4,18,304.318181
-8.4,18,304.379611
1.65,18,304.637659
-8.5,18,304.686065
-8.25,18,304.734756
3.6,18,304.784889
-8.45,18,304.830154
-6.6,18,304.879757
4.55,18,304.928613
-8.95,18,304.989982
-8.5,18,305.033823
13.3,18,305.086128
13.85,18,305.130762
-6.7,18,305.187259
12.9,18,305.249646
-9.45,18,305.294573
12.6,18,305.619227
11.9,18,305.67391
-9.35,18,305.71635
13.95,18,305.770434
13.4,18,305.811707
14.95,18,305.859103
-9.1,18,305.926557
-8.75,18,305.977174
-8.25,18,306.031278
-7.15,18,306.098076
-8.9,18,306.16253
-8.9,18,306.209743
-8.2,18,306.255704
-8.7,18,306.313759
-7.85,18,306.58006
-8.3,18,306.621413
12.95,18,306.690558
12.2,18,306.732928
11.75,18,306.786346
-6.3,18,306.833524
-8.6,18,306.890718
-8.85,18,306.946337
-8.65,18,307.002646
-9.2,18,307.055498
3.1,18,307.103882
16.0,18,307.14828
-7.95,18,307.213174
-8.45,18,307.285697
-8.6,18,307.343127
13.1,18,307.671891
12.2,18,307.713727
-7.7,18,307.768297
-6.8,18,307.811424
-8.5,18,307.853121
-8.5,18,307.919864
